ept,netload
2015-01-08 00:00:00,7733.42896538727
2015-01-08 01:00:00,7752.625903458398
2015-01-08 02:00:00,7812.730197520836
2015-01-08 03:00:00,7987.8373911221315
2015-01-08 04:00:00,8279.105521146668
2015-01-08 05:00:00,8879.265747814665
2015-01-08 06:00:00,9718.406566598222
2015-01-08 07:00:00,9888.375729457097
2015-01-08 08:00:00,9517.2673595202
2015-01-08 09:00:00,9278.282214893094
2015-01-08 10:00:00,9040.364677814176
2015-01-08 11:00:00,8806.080725246775
2015-01-08 12:00:00,8540.911567260498
2015-01-08 13:00:00,8317.561906744457
2015-01-08 14:00:00,8089.797466065275
2015-01-08 15:00:00,7984.650008406944
2015-01-08 16:00:00,8158.742009978601
2015-01-08 17:00:00,8581.446764801769
2015-01-08 18:00:00,9118.51015507184
2015-01-08 19:00:00,9078.278102244449
2015-01-08 20:00:00,8965.070468559556
2015-01-08 21:00:00,8563.975388354585
2015-01-08 22:00:00,7906.305980991089
2015-01-08 23:00:00,7319.1918
2015-01-09 00:00:00,6995.804423779371
2015-01-09 01:00:00,6789.325217558677
2015-01-09 02:00:00,6679.983221878449
2015-01-09 03:00:00,6673.092877566884
2015-01-09 04:00:00,6819.418741789297
2015-01-09 05:00:00,7270.899292881698
2015-01-09 06:00:00,8023.063461830601
2015-01-09 07:00:00,8288.334226013589
2015-01-09 08:00:00,8161.2681495251645
2015-01-09 09:00:00,8251.882573381788
2015-01-09 10:00:00,8360.82963024913
2015-01-09 11:00:00,8404.324146773582
2015-01-09 12:00:00,8407.10809312317
2015-01-09 13:00:00,8405.777613268869
2015-01-09 14:00:00,8393.810837869885
2015-01-09 15:00:00,8457.012218965827
2015-01-09 16:00:00,8659.434257570458
2015-01-09 17:00:00,9050.376160228088
2015-01-09 18:00:00,9309.727591823865
2015-01-09 19:00:00,9163.142675392111
2015-01-09 20:00:00,9003.555318393685
2015-01-09 21:00:00,8686.636332493994
2015-01-09 22:00:00,8265.364856472732
2015-01-09 23:00:00,7876.76032
2015-01-10 00:00:00,7535.249707882413
2015-01-10 01:00:00,7352.481532903456
2015-01-10 02:00:00,7282.347936719049
2015-01-10 03:00:00,7324.9410330131905
2015-01-10 04:00:00,7426.938308290924
2015-01-10 05:00:00,7652.603381893295
