date,tmp,month,hour,dayofweek,mw_2,mw_7,potential
2015-01-08 00:00:00,-11.0,1,0,3,11653.532,12571.309,7008.475634920633
2015-01-08 01:00:00,-11.4,1,1,3,11515.498,12449.182,7268.915666666668
2015-01-08 02:00:00,-11.9,1,2,3,11580.872,12295.476,7494.304222222221
2015-01-08 03:00:00,-12.4,1,3,3,11693.593,12354.318,7710.359777777781
2015-01-08 04:00:00,-12.9,1,4,3,12210.393999999998,12542.606000000002,7855.071063492067
2015-01-08 05:00:00,-13.4,1,5,3,13126.631,12868.438999999998,8038.022365079361
2015-01-08 06:00:00,-13.9,1,6,3,14432.311000000002,13225.308,8253.731142857143
2015-01-08 07:00:00,-14.2,1,7,3,14992.78516974,13208.9802379,8205.121793650791
2015-01-08 08:00:00,-14.3,1,8,3,14048.3168364,12274.224494199998,7545.307746031751
2015-01-08 09:00:00,-14.7,1,9,3,13219.718513999998,11161.276056,6906.167650793652
2015-01-08 10:00:00,-14.8,1,10,3,12259.532336,10220.841164,6325.414587301584
2015-01-08 11:00:00,-14.9,1,11,3,11710.63605,9536.161369,5837.041873015874
2015-01-08 12:00:00,-14.6,1,12,3,10820.200043,9108.231806,5386.707
2015-01-08 13:00:00,-14.2,1,13,3,10464.817156,8793.395245,5018.706587301587
2015-01-08 14:00:00,-12.9,1,14,3,10750.174878,8932.905902999999,4803.740730158728
2015-01-08 15:00:00,-11.7,1,15,3,11266.620379,9534.419621,4681.941158730164
2015-01-08 16:00:00,-10.2,1,16,3,12402.3611847,10735.9100222,4944.386190476191
2015-01-08 17:00:00,-8.6,1,17,3,14034.045,12378.294,5356.16712698413
2015-01-08 18:00:00,-7.2,1,18,3,14417.815,12594.156,5551.612015873016
2015-01-08 19:00:00,-6.4,1,19,3,14455.218,12509.209,5653.387079365077
2015-01-08 20:00:00,-6.2,1,20,3,14321.197,12318.473,5643.185555555558
2015-01-08 21:00:00,-6.6,1,21,3,13942.109,11959.303999999998,5654.1951428571465
2015-01-08 22:00:00,-7.4,1,22,3,13223.861,11414.268999999998,5482.285761904763
2015-01-08 23:00:00,-7.6,1,23,3,12691.138,10810.596,5269.282793650798
2015-01-09 00:00:00,-7.8,1,0,4,12369.371,10351.569,5320.731634920632
2015-01-09 01:00:00,-8.2,1,1,4,12298.817,10056.496,5313.179666666669
2015-01-09 02:00:00,-8.3,1,2,4,12223.193,9992.108,5250.812222222221
2015-01-09 03:00:00,-8.1,1,3,4,12360.369,10023.023,5143.096777777779
2015-01-09 04:00:00,-8.1,1,4,4,12850.378,10307.645,5098.751063492065
2015-01-09 05:00:00,-7.7,1,5,4,13609.763,10921.037,5064.861365079363
2015-01-09 06:00:00,-7.0,1,6,4,14752.338,11626.327,4901.653142857145
2015-01-09 07:00:00,-6.7,1,7,4,15134.0813768,12109.368823301,4646.446793650792
2015-01-09 08:00:00,-6.4,1,8,4,14275.3311162,11872.1506638,4221.095746031751
2015-01-09 09:00:00,-6.0,1,9,4,13358.780228,11351.104275499998,3755.466650793651
2015-01-09 10:00:00,-5.3,1,10,4,12716.158318999998,10938.6141169,3261.936587301585
2015-01-09 11:00:00,-4.7,1,11,4,12270.208006,11193.1531023,2838.115873015875
2015-01-09 12:00:00,-4.4,1,12,4,12139.291194,10861.648986900002,2347.929
2015-01-09 13:00:00,-3.9,1,13,4,12388.616198999998,10675.1454887,2003.7935873015867
2015-01-09 14:00:00,-1.5,1,14,4,12887.662542,9430.386689,1837.978730158728
2015-01-09 15:00:00,0.4,1,15,4,13773.923543,9831.852363,1799.4901587301647
2015-01-09 16:00:00,1.6,1,16,4,15210.2878051,10961.8876404,1937.8631904761896
2015-01-09 17:00:00,2.6,1,17,4,17000.701,12217.371,2322.7411269841286
2015-01-09 18:00:00,2.7,1,18,4,17599.247,12179.31,2415.465015873014
2015-01-09 19:00:00,3.0,1,19,4,17861.26,12017.73,2582.0940793650752
2015-01-09 20:00:00,2.1,1,20,4,17994.681,11823.208,2756.981555555558
2015-01-09 21:00:00,0.4,1,21,4,17862.646,11455.228,2953.8451428571443
2015-01-09 22:00:00,-1.2,1,22,4,17308.8,11007.118,3139.1767619047623
2015-01-09 23:00:00,-2.1,1,23,4,16866.808,10489.56,3252.085793650798
2015-01-10 00:00:00,-2.7,1,0,5,16801.433,10142.036,3497.5106349206326
2015-01-10 01:00:00,-2.6,1,1,5,16847.443,9863.416,3714.853666666668
2015-01-10 02:00:00,-3.0,1,2,5,16997.13,9686.832,3896.54822222222
2015-01-10 03:00:00,-3.5,1,3,5,17259.598,9579.663,4026.176777777781
2015-01-10 04:00:00,-4.1,1,4,5,17653.417,9628.54,4126.838063492065
2015-01-10 05:00:00,-4.9,1,5,5,18389.831,9900.403,4073.3263650793633
2015-01-10 06:00:00,-5.7,1,6,5,19419.599,10329.559,3986.166142857144
2015-01-10 07:00:00,-6.2,1,7,5,19747.3511985,10608.4070048,4141.522793650791
2015-01-10 08:00:00,-7.2,1,8,5,18809.7773235,10205.7798282,4324.214746031752
2015-01-10 09:00:00,-8.0,1,9,5,16928.224670999996,9896.848316,4055.2686507936505
2015-01-10 10:00:00,-8.7,1,10,5,16216.403862,9605.064408,3621.624587301585
2015-01-10 11:00:00,-9.0,1,11,5,15049.390361,9361.849304,3273.571873015875
2015-01-10 12:00:00,-9.4,1,12,5,14289.025642,9191.067884,2880.6020000000008
2015-01-10 13:00:00,-9.1,1,13,5,14085.653123,9119.792583,2453.523587301588
2015-01-10 14:00:00,-8.1,1,14,5,14454.6331497,9398.766027,2205.282730158728
2015-01-10 15:00:00,-6.8,1,15,5,14656.5519861,10024.909060000002,2093.039158730164
2015-01-10 16:00:00,-5.6,1,16,5,15679.3490075,11103.2994424,2394.4871904761894
2015-01-10 17:00:00,-4.5,1,17,5,17100.578999999998,12082.733,2896.6911269841275
2015-01-10 18:00:00,-3.3,1,18,5,17596.09,12031.289,3262.814015873015
2015-01-10 19:00:00,-2.2,1,19,5,17610.471,11764.357,3521.905079365075
2015-01-10 20:00:00,-2.0,1,20,5,17404.515,11512.68,3835.0915555555584
2015-01-10 21:00:00,-2.6,1,21,5,17005.74,11078.282,4154.5691428571445
2015-01-10 22:00:00,-3.4,1,22,5,16259.395,10514.971,4406.820761904763
2015-01-10 23:00:00,-3.8,1,23,5,15485.786,9936.552,4660.724793650797
2015-01-11 00:00:00,-3.8,1,0,6,15113.688999999998,9407.518,4916.4476349206325
2015-01-11 01:00:00,-4.1,1,1,6,14891.707,9043.995,5136.205666666669
