ept,netload
2015-01-08 00:00:00,16801.433
2015-01-08 01:00:00,16847.443
2015-01-08 02:00:00,16997.13
2015-01-08 03:00:00,17259.598
2015-01-08 04:00:00,17653.417
2015-01-08 05:00:00,18389.831
2015-01-08 06:00:00,19419.599
2015-01-08 07:00:00,19747.3511985
2015-01-08 08:00:00,18809.7773235
2015-01-08 09:00:00,16928.224670999996
2015-01-08 10:00:00,16216.403862
2015-01-08 11:00:00,15049.390361
2015-01-08 12:00:00,14289.025642
2015-01-08 13:00:00,14085.653123
2015-01-08 14:00:00,14454.6331497
2015-01-08 15:00:00,14656.5519861
2015-01-08 16:00:00,15679.3490075
2015-01-08 17:00:00,17100.578999999998
2015-01-08 18:00:00,17596.09
2015-01-08 19:00:00,17610.471
2015-01-08 20:00:00,17404.515
2015-01-08 21:00:00,17005.74
2015-01-08 22:00:00,16259.395
2015-01-08 23:00:00,15485.786
2015-01-09 00:00:00,15113.688999999998
2015-01-09 01:00:00,14891.707
2015-01-09 02:00:00,14753.638
2015-01-09 03:00:00,14692.335
2015-01-09 04:00:00,14897.097
2015-01-09 05:00:00,15416.67
2015-01-09 06:00:00,16067.521
2015-01-09 07:00:00,16310.841
2015-01-09 08:00:00,15760.5150118
2015-01-09 09:00:00,15246.28294903
2015-01-09 10:00:00,13871.0688444
2015-01-09 11:00:00,12539.726457
2015-01-09 12:00:00,11669.441729
2015-01-09 13:00:00,10669.292645
2015-01-09 14:00:00,10747.861084
2015-01-09 15:00:00,11282.46825
2015-01-09 16:00:00,12470.7905508
2015-01-09 17:00:00,14067.153
2015-01-09 18:00:00,14459.943
2015-01-09 19:00:00,14539.178
2015-01-09 20:00:00,14518.311000000002
2015-01-09 21:00:00,14305.39
2015-01-09 22:00:00,13916.286
2015-01-09 23:00:00,13468.589
2015-01-10 00:00:00,13290.468
2015-01-10 01:00:00,13293.381
2015-01-10 02:00:00,13399.374
2015-01-10 03:00:00,13575.415
2015-01-10 04:00:00,13925.184
2015-01-10 05:00:00,14425.135
2015-01-10 06:00:00,15152.034
2015-01-10 07:00:00,15802.176899301
2015-01-10 08:00:00,15516.0792663
2015-01-10 09:00:00,14058.600616
2015-01-10 10:00:00,13361.91863
2015-01-10 11:00:00,12899.413818
2015-01-10 12:00:00,12523.661544
2015-01-10 13:00:00,12431.3724208
2015-01-10 14:00:00,12452.5352519
2015-01-10 15:00:00,12578.44698717
2015-01-10 16:00:00,13213.87825683
2015-01-10 17:00:00,14641.103
2015-01-10 18:00:00,15307.292
2015-01-10 19:00:00,15478.989
2015-01-10 20:00:00,15596.421
2015-01-10 21:00:00,15506.114
2015-01-10 22:00:00,15183.93
2015-01-10 23:00:00,14877.228
2015-01-11 00:00:00,14709.405
2015-01-11 01:00:00,14714.733
2015-01-11 02:00:00,14872.902
2015-01-11 03:00:00,15074.351
2015-01-11 04:00:00,15388.92
2015-01-11 05:00:00,15845.297
2015-01-11 06:00:00,16372.121
2015-01-11 07:00:00,16861.904
2015-01-11 08:00:00,16529.472320529996
2015-01-11 09:00:00,15007.2317335
2015-01-11 10:00:00,13811.0725669
2015-01-11 11:00:00,12736.6876856
2015-01-11 12:00:00,11481.492269
2015-01-11 13:00:00,10302.730934
2015-01-11 14:00:00,10212.176079
2015-01-11 15:00:00,10763.677626
2015-01-11 16:00:00,11967.5351164
2015-01-11 17:00:00,13451.324
2015-01-11 18:00:00,13768.994
2015-01-11 19:00:00,13724.98
2015-01-11 20:00:00,13491.613
2015-01-11 21:00:00,12825.419
2015-01-11 22:00:00,12109.613
2015-01-11 23:00:00,11322.108
2015-01-12 00:00:00,10874.657
2015-01-12 01:00:00,10691.176
2015-01-12 02:00:00,10669.559
2015-01-12 03:00:00,10767.733
2015-01-12 04:00:00,11175.081
2015-01-12 05:00:00,11972.774
2015-01-12 06:00:00,13114.387
2015-01-12 07:00:00,13659.64304734
2015-01-12 08:00:00,13601.9704007
2015-01-12 09:00:00,13473.3326298
2015-01-12 10:00:00,12985.023149
2015-01-12 11:00:00,12784.6085954
2015-01-12 12:00:00,12095.168559000002
2015-01-12 13:00:00,11486.441274
2015-01-12 14:00:00,12052.7536525
2015-01-12 15:00:00,11980.1856694
2015-01-12 16:00:00,12565.9028532
2015-01-12 17:00:00,13322.369
2015-01-12 18:00:00,13288.055
2015-01-12 19:00:00,13057.907
2015-01-12 20:00:00,12681.057
2015-01-12 21:00:00,12023.327
2015-01-12 22:00:00,11259.395
2015-01-12 23:00:00,10548.619
2015-01-13 00:00:00,10094.432
2015-01-13 01:00:00,9897.997
2015-01-13 02:00:00,9994.239
2015-01-13 03:00:00,10221.644
2015-01-13 04:00:00,10706.388
2015-01-13 05:00:00,11674.956
2015-01-13 06:00:00,13144.267
2015-01-13 07:00:00,13731.18110215
2015-01-13 08:00:00,12931.8412131
2015-01-13 09:00:00,13408.4062926
2015-01-13 10:00:00,12928.9811817
2015-01-13 11:00:00,13364.80150843
2015-01-13 12:00:00,13085.9581259
2015-01-13 13:00:00,13039.7893806
2015-01-13 14:00:00,12995.7940191
2015-01-13 15:00:00,13121.4532054
2015-01-13 16:00:00,13750.37666199
2015-01-13 17:00:00,14913.483
2015-01-13 18:00:00,15215.575
2015-01-13 19:00:00,15177.456
2015-01-13 20:00:00,14996.556
2015-01-13 21:00:00,14415.585
2015-01-13 22:00:00,13624.713
2015-01-13 23:00:00,12991.121
2015-01-14 00:00:00,12619.225
2015-01-14 01:00:00,12489.666
2015-01-14 02:00:00,12581.834
2015-01-14 03:00:00,12807.043
2015-01-14 04:00:00,13281.142
2015-01-14 05:00:00,14154.157
2015-01-14 06:00:00,15208.168
2015-01-14 07:00:00,15708.84242006
2015-01-14 08:00:00,15026.1356923
2015-01-14 09:00:00,14241.204905
2015-01-14 10:00:00,13269.800153
2015-01-14 11:00:00,13792.616788
2015-01-14 12:00:00,14126.444837
2015-01-14 13:00:00,13549.370407
2015-01-14 14:00:00,13535.309054
2015-01-14 15:00:00,13440.171322000002
2015-01-14 16:00:00,14505.930481300002
2015-01-14 17:00:00,15678.973
2015-01-14 18:00:00,15707.667
2015-01-14 19:00:00,15358.1
2015-01-14 20:00:00,15048.574
2015-01-14 21:00:00,14364.973
2015-01-14 22:00:00,13503.659
2015-01-14 23:00:00,12815.116000000002
2015-01-15 00:00:00,12418.918
2015-01-15 01:00:00,12192.336
2015-01-15 02:00:00,12160.831
2015-01-15 03:00:00,12302.48
2015-01-15 04:00:00,12687.678999999998
2015-01-15 05:00:00,13475.973
2015-01-15 06:00:00,14683.302
2015-01-15 07:00:00,15144.2851221
2015-01-15 08:00:00,14092.3136635
2015-01-15 09:00:00,12884.336319
2015-01-15 10:00:00,11908.210036
2015-01-15 11:00:00,11169.557824
2015-01-15 12:00:00,12710.4810848
2015-01-15 13:00:00,12251.1742609
2015-01-15 14:00:00,10933.006408
2015-01-15 15:00:00,11789.0711941
2015-01-15 16:00:00,12713.1520061
2015-01-15 17:00:00,14039.938999999998
2015-01-15 18:00:00,14296.771
2015-01-15 19:00:00,14285.157
2015-01-15 20:00:00,14140.195
2015-01-15 21:00:00,13665.195
2015-01-15 22:00:00,12868.631
2015-01-15 23:00:00,12192.18
2015-01-16 00:00:00,11808.417
2015-01-16 01:00:00,11736.522
2015-01-16 02:00:00,11792.231000000002
2015-01-16 03:00:00,11992.777
2015-01-16 04:00:00,12565.883
2015-01-16 05:00:00,13560.409
2015-01-16 06:00:00,14840.861
2015-01-16 07:00:00,15417.8859116
2015-01-16 08:00:00,14464.7154046
2015-01-16 09:00:00,12137.09421
2015-01-16 10:00:00,11190.635356
2015-01-16 11:00:00,10658.628094
2015-01-16 12:00:00,9335.537943
2015-01-16 13:00:00,9886.187261
2015-01-16 14:00:00,9525.00058
2015-01-16 15:00:00,10271.4082477
2015-01-16 16:00:00,11209.6452639
2015-01-16 17:00:00,12522.992
2015-01-16 18:00:00,12976.575
2015-01-16 19:00:00,12928.173
2015-01-16 20:00:00,12794.96
2015-01-16 21:00:00,12464.022
2015-01-16 22:00:00,12119.688
2015-01-16 23:00:00,11673.5
2015-01-17 00:00:00,11424.518
2015-01-17 01:00:00,11295.961
2015-01-17 02:00:00,11331.382
2015-01-17 03:00:00,11572.329
2015-01-17 04:00:00,11957.34
2015-01-17 05:00:00,12491.847
