date,netload,potential
2017-01-08 00:00:00,26676.0,10995.23076923077
2017-01-08 01:00:00,26568.0,11080.384615384615
2017-01-08 02:00:00,26622.0,11310.923076923076
2017-01-08 03:00:00,26946.0,11722.153846153846
2017-01-08 04:00:00,27324.0,11915.307692307691
2017-01-08 05:00:00,28080.0,12368.076923076924
2017-01-08 06:00:00,28404.0,12208.153846153846
2017-01-08 07:00:00,29214.0,12546.692307692309
2017-01-08 08:00:00,29700.0,12887.307692307691
2017-01-08 09:00:00,29754.0,13502.076923076924
2017-01-08 10:00:00,29592.0,13988.076923076924
2017-01-08 11:00:00,28458.0,13300.615384615385
2017-01-08 12:00:00,27270.0,12349.384615384615
2017-01-08 13:00:00,25920.0,11456.307692307691
2017-01-08 14:00:00,24840.0,10544.53846153846
2017-01-08 15:00:00,25002.0,10399.153846153846
2017-01-08 16:00:00,25974.0,10654.615384615385
2017-01-08 17:00:00,28026.0,11493.692307692309
2017-01-08 18:00:00,29268.0,12048.23076923077
2017-01-08 19:00:00,29700.0,12376.384615384615
2017-01-08 20:00:00,30024.0,12642.23076923077
2017-01-08 21:00:00,29862.0,12754.384615384615
2017-01-08 22:00:00,29430.0,12833.307692307691
2017-01-08 23:00:00,28944.0,12681.692307692309
2017-01-09 00:00:00,29646.0,13965.23076923077
2017-01-09 01:00:00,30186.0,14698.384615384615
2017-01-09 02:00:00,31212.0,15900.923076923076
2017-01-09 03:00:00,31050.0,15826.153846153846
2017-01-09 04:00:00,31644.0,16235.307692307691
2017-01-09 05:00:00,32778.0,17066.076923076922
2017-01-09 06:00:00,34830.0,18634.153846153844
2017-01-09 07:00:00,35964.0,19296.69230769231
2017-01-09 08:00:00,34776.0,17963.30769230769
2017-01-09 09:00:00,32454.0,16202.076923076924
2017-01-09 10:00:00,30618.0,15014.076923076924
2017-01-09 11:00:00,28782.0,13624.615384615385
2017-01-09 12:00:00,27108.0,12187.384615384615
2017-01-09 13:00:00,26298.0,11834.307692307691
2017-01-09 14:00:00,25650.0,11354.53846153846
2017-01-09 15:00:00,26406.0,11803.153846153846
2017-01-09 16:00:00,27432.0,12112.615384615385
2017-01-09 17:00:00,29646.0,13113.692307692309
2017-01-09 18:00:00,30834.0,13614.23076923077
2017-01-09 19:00:00,31212.0,13888.384615384615
2017-01-09 20:00:00,31266.0,13884.23076923077
2017-01-09 21:00:00,30834.0,13726.384615384615
2017-01-09 22:00:00,30564.0,13967.307692307691
2017-01-09 23:00:00,29700.0,13437.692307692309
2017-01-10 00:00:00,29646.0,13965.23076923077
2017-01-10 01:00:00,29322.0,13834.384615384615
2017-01-10 02:00:00,28836.0,13524.923076923076
2017-01-10 03:00:00,28728.0,13504.153846153846
2017-01-10 04:00:00,29430.0,14021.307692307691
2017-01-10 05:00:00,31050.0,15338.076923076924
2017-01-10 06:00:00,32886.0,16690.153846153844
2017-01-10 07:00:00,33102.0,16434.69230769231
2017-01-10 08:00:00,31536.0,14723.307692307691
2017-01-10 09:00:00,28998.0,12746.076923076924
2017-01-10 10:00:00,26244.0,10640.076923076924
2017-01-10 11:00:00,24948.0,9790.615384615385
2017-01-10 12:00:00,22842.0,7921.384615384615
2017-01-10 13:00:00,22626.0,8162.3076923076915
2017-01-10 14:00:00,22518.0,8222.53846153846
2017-01-10 15:00:00,22302.0,7699.153846153846
2017-01-10 16:00:00,23922.0,8602.615384615385
2017-01-10 17:00:00,25110.0,8577.692307692309
2017-01-10 18:00:00,26136.0,8916.23076923077
2017-01-10 19:00:00,26136.0,8812.384615384617
2017-01-10 20:00:00,25326.0,7944.2307692307695
2017-01-10 21:00:00,24354.0,7246.384615384617
2017-01-10 22:00:00,23922.0,7325.3076923076915
2017-01-10 23:00:00,22194.0,5931.6923076923085
2017-01-11 00:00:00,21168.0,5487.2307692307695
2017-01-11 01:00:00,21384.0,5896.384615384615
2017-01-11 02:00:00,20898.0,5586.923076923076
2017-01-11 03:00:00,20250.0,5026.153846153846
2017-01-11 04:00:00,20412.0,5003.307692307692
2017-01-11 05:00:00,21978.0,6266.076923076924
2017-01-11 06:00:00,23706.0,7510.153846153846
2017-01-11 07:00:00,24192.0,7524.692307692308
2017-01-11 08:00:00,23382.0,6569.307692307692
2017-01-11 09:00:00,22194.0,5942.076923076924
2017-01-11 10:00:00,22086.0,6482.076923076924
2017-01-11 11:00:00,22140.0,6982.615384615385
2017-01-11 12:00:00,20844.0,5923.384615384615
2017-01-11 13:00:00,20952.0,6488.307692307692
2017-01-11 14:00:00,21060.0,6764.538461538459
2017-01-11 15:00:00,20952.0,6349.153846153846
2017-01-11 16:00:00,21762.0,6442.615384615385
2017-01-11 17:00:00,22410.0,5877.6923076923085
2017-01-11 18:00:00,22842.0,5622.2307692307695
2017-01-11 19:00:00,22842.0,5518.384615384617
2017-01-11 20:00:00,22248.0,4866.2307692307695
2017-01-11 21:00:00,21114.0,4006.384615384617
2017-01-11 22:00:00,20142.0,3545.3076923076915
2017-01-11 23:00:00,18792.0,2529.6923076923085
2017-01-12 00:00:00,18630.0,2949.230769230769
2017-01-12 01:00:00,18900.0,3412.3846153846152
2017-01-12 02:00:00,18306.0,2994.923076923076
2017-01-12 03:00:00,18576.0,3352.1538461538457
2017-01-12 04:00:00,18954.0,3545.3076923076915
2017-01-12 05:00:00,19980.0,4268.076923076924
2017-01-12 06:00:00,21924.0,5728.153846153846
2017-01-12 07:00:00,22572.0,5904.6923076923085
2017-01-12 08:00:00,21816.0,5003.307692307692
2017-01-12 09:00:00,21168.0,4916.076923076924
2017-01-12 10:00:00,21060.0,5456.076923076924
2017-01-12 11:00:00,21060.0,5902.615384615385
2017-01-12 12:00:00,20628.0,5707.384615384615
2017-01-12 13:00:00,20412.0,5948.307692307692
2017-01-12 14:00:00,20466.0,6170.538461538459
2017-01-12 15:00:00,20412.0,5809.153846153846
