DateTime,Load(MW),Ambient Temperature (C),PV(MW)
1/1/2020 12:00:00 AM,10364.707,-5.0,-1.639
1/1/2020 1:00:00 AM,10291.858,-5.0,-1.689
1/1/2020 2:00:00 AM,10252.082,-5.0,-1.7180000000000002
1/1/2020 3:00:00 AM,10303.804,-5.0,-1.776
1/1/2020 4:00:00 AM,10588.92,-5.0,-1.766
1/1/2020 5:00:00 AM,10980.54,-5.0,-1.7309999999999999
1/1/2020 6:00:00 AM,11473.091,-5.0,-1.653
1/1/2020 7:00:00 AM,11781.495,-4.0,59.641999999999996
1/1/2020 8:00:00 AM,11642.49,-2.0,397.525
1/1/2020 9:00:00 AM,11192.296,-1.0,710.294
1/1/2020 10:00:00 AM,10787.617,0.0,728.794
1/1/2020 11:00:00 AM,10513.346000000001,0.0,664.5189999999999
1/1/2020 12:00:00 PM,10297.165,1.0,631.874
1/1/2020 1:00:00 PM,9978.802,2.0,658.998
1/1/2020 2:00:00 PM,9954.554,1.0,627.289
1/1/2020 3:00:00 PM,10124.913,0.0,428.523
1/1/2020 4:00:00 PM,10693.591,-1.0,91.641
1/1/2020 5:00:00 PM,11755.73,-3.0,-1.643
1/1/2020 6:00:00 PM,12080.328000000001,-4.0,-1.55
1/1/2020 7:00:00 PM,12123.622,-4.0,-1.825
1/1/2020 8:00:00 PM,12101.665,-4.0,-1.6480000000000001
1/1/2020 9:00:00 PM,11898.805,-4.0,-1.704
1/1/2020 10:00:00 PM,11559.075,-4.0,-1.6540000000000001
1/1/2020 11:00:00 PM,11198.556,-4.0,-1.574
1/2/2020 12:00:00 AM,11023.215,-4.0,-1.7309999999999999
1/2/2020 1:00:00 AM,10989.12,-3.0,-1.7369999999999999
1/2/2020 2:00:00 AM,11086.063999999998,-3.0,-1.5919999999999999
1/2/2020 3:00:00 AM,11307.51,-3.0,-1.819
1/2/2020 4:00:00 AM,11813.267,-3.0,-1.767
1/2/2020 5:00:00 AM,12645.826000000001,-2.0,-1.7790000000000001
1/2/2020 6:00:00 AM,13644.173999999999,-2.0,-1.7309999999999999
1/2/2020 7:00:00 AM,14108.021999999999,-1.0,23.034000000000002
1/2/2020 8:00:00 AM,13759.08,0.0,241.282
1/2/2020 9:00:00 AM,12907.152,0.0,599.659
1/2/2020 10:00:00 AM,12007.118999999999,1.0,687.398
1/2/2020 11:00:00 AM,11385.741000000002,3.0,656.7710000000001
1/2/2020 12:00:00 PM,11004.563,4.0,550.014
1/2/2020 1:00:00 PM,10891.75,5.0,407.045
1/2/2020 2:00:00 PM,10829.697,5.0,330.871
1/2/2020 3:00:00 PM,10832.303999999998,3.0,281.874
1/2/2020 4:00:00 PM,11284.271,1.0,44.104
1/2/2020 5:00:00 PM,12095.282,0.0,-1.706
1/2/2020 6:00:00 PM,12201.566,0.0,-1.601
1/2/2020 7:00:00 PM,12015.748,0.0,-1.745
1/2/2020 8:00:00 PM,11714.323999999999,1.0,-1.689
1/2/2020 9:00:00 PM,11215.402,1.0,-1.743
1/2/2020 10:00:00 PM,10587.589,1.0,-1.537
1/2/2020 11:00:00 PM,9988.478000000001,0.0,-1.811
1/3/2020 12:00:00 AM,9592.919,0.0,-1.696
1/3/2020 1:00:00 AM,9419.655999999999,0.0,-1.7409999999999999
1/3/2020 2:00:00 AM,9362.087,0.0,-1.686
1/3/2020 3:00:00 AM,9484.265,0.0,-1.71
1/3/2020 4:00:00 AM,9683.315999999999,0.0,-1.61
1/3/2020 5:00:00 AM,10248.286,0.0,-1.655
1/3/2020 6:00:00 AM,11017.061000000002,0.0,-1.7309999999999999
1/3/2020 7:00:00 AM,11386.407,0.0,3.319
1/3/2020 8:00:00 AM,11428.158000000001,1.0,53.455
1/3/2020 9:00:00 AM,11371.19,4.0,103.689
1/3/2020 10:00:00 AM,11284.306,7.0,131.72899999999998
1/3/2020 11:00:00 AM,11238.305,8.0,160.194
1/3/2020 12:00:00 PM,11135.02,9.0,173.352
1/3/2020 1:00:00 PM,11020.556999999999,9.0,142.16299999999998
1/3/2020 2:00:00 PM,10931.338,9.0,129.859
1/3/2020 3:00:00 PM,10966.508999999998,8.0,73.469
1/3/2020 4:00:00 PM,11246.362,6.0,19.021
1/3/2020 5:00:00 PM,11668.889,4.0,-1.726
1/3/2020 6:00:00 PM,11581.142,2.0,-1.7380000000000002
1/3/2020 7:00:00 PM,11272.091999999999,0.0,-1.69
1/3/2020 8:00:00 PM,10945.212,0.0,-1.798
1/3/2020 9:00:00 PM,10509.19,0.0,-1.77
1/3/2020 10:00:00 PM,10008.587,0.0,-1.724
1/3/2020 11:00:00 PM,9483.555,0.0,-1.77
1/4/2020 12:00:00 AM,9017.917,0.0,-1.7519999999999998
1/4/2020 1:00:00 AM,8713.393,0.0,-1.679
1/4/2020 2:00:00 AM,8506.71,-1.0,-1.578
1/4/2020 3:00:00 AM,8541.523000000001,-1.0,-1.775
1/4/2020 4:00:00 AM,8545.392,-1.0,-1.712
1/4/2020 5:00:00 AM,8704.328000000001,-1.0,-1.736
1/4/2020 6:00:00 AM,9077.574,0.0,-1.7690000000000001
1/4/2020 7:00:00 AM,9433.854,0.0,0.22899999999999998
1/4/2020 8:00:00 AM,9853.625,1.0,13.626
1/4/2020 9:00:00 AM,10239.678,3.0,32.418
1/4/2020 10:00:00 AM,10376.232,5.0,63.542
1/4/2020 11:00:00 AM,10356.237,6.0,111.677
1/4/2020 12:00:00 PM,10264.366,7.0,188.641
1/4/2020 1:00:00 PM,10103.343,8.0,183.265
1/4/2020 2:00:00 PM,9960.037,8.0,189.4
1/4/2020 3:00:00 PM,9936.244,7.0,189.49400000000003
1/4/2020 4:00:00 PM,10314.128,5.0,79.182
1/4/2020 5:00:00 PM,10933.05,3.0,-1.537
1/4/2020 6:00:00 PM,11012.337,3.0,-1.6030000000000002
1/4/2020 7:00:00 PM,10859.683,3.0,-1.733
1/4/2020 8:00:00 PM,10781.293,4.0,-1.733
1/4/2020 9:00:00 PM,10580.471000000001,4.0,-1.695
1/4/2020 10:00:00 PM,10362.183,5.0,-1.841
1/4/2020 11:00:00 PM,10037.398000000001,5.0,-1.6580000000000001
1/5/2020 12:00:00 AM,9697.931,5.0,-1.636
1/5/2020 1:00:00 AM,9644.615,5.0,-1.68
1/5/2020 2:00:00 AM,9688.561,5.0,-1.801
1/5/2020 3:00:00 AM,9846.419,5.0,-1.796
1/5/2020 4:00:00 AM,10100.987,5.0,-1.766
1/5/2020 5:00:00 AM,10527.186000000002,5.0,-1.7480000000000002
1/5/2020 6:00:00 AM,11067.062,5.0,-1.821
1/5/2020 7:00:00 AM,11511.503999999999,5.0,26.894000000000002
1/5/2020 8:00:00 AM,11687.973999999998,6.0,406.165
1/5/2020 9:00:00 AM,11513.396,8.0,753.488
1/5/2020 10:00:00 AM,11403.622,11.0,753.8330000000001
1/5/2020 11:00:00 AM,11229.16,12.0,709.68
1/5/2020 12:00:00 PM,11082.032,13.0,668.148
1/5/2020 1:00:00 PM,10858.703000000001,12.0,697.543
1/5/2020 2:00:00 PM,10663.66,11.0,710.336
1/5/2020 3:00:00 PM,10796.032,10.0,538.862
1/5/2020 4:00:00 PM,11436.205,8.0,125.053
1/5/2020 5:00:00 PM,12664.168,7.0,-1.588
1/5/2020 6:00:00 PM,13081.225,6.0,-1.733
1/5/2020 7:00:00 PM,13146.81,6.0,-1.796
1/5/2020 8:00:00 PM,13093.192,6.0,-1.63
1/5/2020 9:00:00 PM,12771.058,5.0,-1.7730000000000001
1/5/2020 10:00:00 PM,12247.069,5.0,-1.746
1/5/2020 11:00:00 PM,11778.046999999999,4.0,-1.62
1/6/2020 12:00:00 AM,11583.166000000001,4.0,-1.651
1/6/2020 1:00:00 AM,11452.665,3.0,-1.725
1/6/2020 2:00:00 AM,11399.328000000001,3.0,-1.545
1/6/2020 3:00:00 AM,11518.16,2.0,-1.6
1/6/2020 4:00:00 AM,11848.252,1.0,-1.8019999999999998
1/6/2020 5:00:00 AM,12821.878,1.0,-1.584
1/6/2020 6:00:00 AM,13993.62,1.0,-1.6840000000000002
1/6/2020 7:00:00 AM,14422.635,1.0,27.031999999999996
1/6/2020 8:00:00 AM,13759.778999999999,1.0,376.539
1/6/2020 9:00:00 AM,12628.944,2.0,701.217
1/6/2020 10:00:00 AM,11844.488000000001,2.0,708.3580000000001
1/6/2020 11:00:00 AM,11258.103000000001,3.0,662.823
1/6/2020 12:00:00 PM,10911.816,3.0,648.113
1/6/2020 1:00:00 PM,10627.508,3.0,669.702
1/6/2020 2:00:00 PM,10486.146,3.0,701.154
1/6/2020 3:00:00 PM,10583.124,2.0,562.3340000000001
1/6/2020 4:00:00 PM,11164.591999999999,1.0,134.357
1/6/2020 5:00:00 PM,12295.766000000001,1.0,-1.4569999999999999
1/6/2020 6:00:00 PM,12754.265,1.0,-1.4769999999999999
1/6/2020 7:00:00 PM,12882.368999999999,1.0,-1.724
1/6/2020 8:00:00 PM,12910.968,1.0,-1.535
1/6/2020 9:00:00 PM,12593.742,1.0,-1.673
1/6/2020 10:00:00 PM,12135.366000000002,2.0,-1.5859999999999999
1/6/2020 11:00:00 PM,11746.03,2.0,-1.4709999999999999
1/7/2020 12:00:00 AM,11581.028,2.0,-1.686
1/7/2020 1:00:00 AM,11626.916000000001,4.0,-1.625
1/7/2020 2:00:00 AM,11729.421,6.0,-1.705
1/7/2020 3:00:00 AM,11900.739,8.0,-1.5830000000000002
1/7/2020 4:00:00 AM,12358.332,10.0,-1.6969999999999998
1/7/2020 5:00:00 AM,13332.122,11.0,-1.652
1/7/2020 6:00:00 AM,14528.572,12.0,-1.81
1/7/2020 7:00:00 AM,14975.483999999999,14.0,21.714000000000002
1/7/2020 8:00:00 AM,14270.551000000001,15.0,274.591
1/7/2020 9:00:00 AM,13451.128,14.0,486.81800000000004
1/7/2020 10:00:00 AM,13004.971000000001,13.0,351.80800000000005
1/7/2020 11:00:00 AM,12955.7,13.0,274.8
1/7/2020 12:00:00 PM,12937.507,15.0,223.667
1/7/2020 1:00:00 PM,13037.468,16.0,104.897
1/7/2020 2:00:00 PM,13218.841,15.0,43.621
1/7/2020 3:00:00 PM,13203.271999999999,13.0,78.655
1/7/2020 4:00:00 PM,13592.113000000001,11.0,53.67
1/7/2020 5:00:00 PM,14433.055,10.0,-1.3940000000000001
1/7/2020 6:00:00 PM,14633.8,9.0,-1.6280000000000001
1/7/2020 7:00:00 PM,14487.792,8.0,-1.585
1/7/2020 8:00:00 PM,14269.328000000001,6.0,-1.68
1/7/2020 9:00:00 PM,13964.264,4.0,-1.6280000000000001
1/7/2020 10:00:00 PM,13384.104,3.0,-1.6230000000000002
1/7/2020 11:00:00 PM,12865.58,3.0,-1.643
1/8/2020 12:00:00 AM,12606.383,3.0,-1.6969999999999998
1/8/2020 1:00:00 AM,12582.284,2.0,-1.643
1/8/2020 2:00:00 AM,12561.106000000002,2.0,-1.7469999999999999
1/8/2020 3:00:00 AM,12697.867,1.0,-1.7690000000000001
1/8/2020 4:00:00 AM,13049.425,1.0,-1.828
1/8/2020 5:00:00 AM,13853.372,0.0,-1.9569999999999999
1/8/2020 6:00:00 AM,14910.732,0.0,-1.689
1/8/2020 7:00:00 AM,15297.408000000001,1.0,30.608
1/8/2020 8:00:00 AM,14641.81,3.0,395.027
1/8/2020 9:00:00 AM,13627.271,6.0,700.3969999999999
1/8/2020 10:00:00 AM,12854.456,7.0,715.2860000000001
1/8/2020 11:00:00 AM,12311.573,8.0,668.052
1/8/2020 12:00:00 PM,11888.098,8.0,633.344
1/8/2020 1:00:00 PM,11707.927,7.0,645.9259999999999
1/8/2020 2:00:00 PM,11514.418,6.0,679.8969999999999
1/8/2020 3:00:00 PM,11582.757,5.0,562.12
1/8/2020 4:00:00 PM,12281.973999999998,3.0,154.465
1/8/2020 5:00:00 PM,13322.458,1.0,-1.024
1/8/2020 6:00:00 PM,13776.325,0.0,-1.715
1/8/2020 7:00:00 PM,13811.238000000001,0.0,-1.85
1/8/2020 8:00:00 PM,13758.277,0.0,-1.768
1/8/2020 9:00:00 PM,13438.94,0.0,-1.624
1/8/2020 10:00:00 PM,12911.24,-1.0,-1.729
1/8/2020 11:00:00 PM,12510.666000000001,-2.0,-1.6230000000000002
1/9/2020 12:00:00 AM,12301.857,-2.0,-1.6980000000000002
1/9/2020 1:00:00 AM,12322.733,-3.0,-1.8530000000000002
1/9/2020 2:00:00 AM,12432.465,-3.0,-1.6580000000000001
1/9/2020 3:00:00 AM,12730.918,-4.0,-1.8659999999999999
1/9/2020 4:00:00 AM,13300.343,-4.0,-1.72
1/9/2020 5:00:00 AM,14228.726,-4.0,-1.804
1/9/2020 6:00:00 AM,15440.881000000001,-4.0,-1.801
