time,month,day,hour,day_of_week,demand,temperature
2017-01-01 00:00:00+00:00,1,1,0,6,10794,1.129
2017-01-01 01:00:00+00:00,1,1,1,6,10320,0.931
2017-01-01 02:00:00+00:00,1,1,2,6,9930,0.616
2017-01-01 03:00:00+00:00,1,1,3,6,9679,0.183
2017-01-01 04:00:00+00:00,1,1,4,6,9652,-0.279
2017-01-01 05:00:00+00:00,1,1,5,6,9784,-0.782
2017-01-01 06:00:00+00:00,1,1,6,6,10117,-1.178
2017-01-01 07:00:00+00:00,1,1,7,6,10464,-1.477
2017-01-01 08:00:00+00:00,1,1,8,6,10852,-1.398
2017-01-01 09:00:00+00:00,1,1,9,6,11555,-0.959
2017-01-01 10:00:00+00:00,1,1,10,6,12136,-0.433
2017-01-01 11:00:00+00:00,1,1,11,6,12524,0.016
2017-01-01 12:00:00+00:00,1,1,12,6,12652,0.287
2017-01-01 13:00:00+00:00,1,1,13,6,12694,0.409
2017-01-01 14:00:00+00:00,1,1,14,6,12728,0.444
2017-01-01 15:00:00+00:00,1,1,15,6,13162,0.478
2017-01-01 16:00:00+00:00,1,1,16,6,14110,0.587
2017-01-01 17:00:00+00:00,1,1,17,6,14122,0.698
2017-01-01 18:00:00+00:00,1,1,18,6,13853,0.795
2017-01-01 19:00:00+00:00,1,1,19,6,13448,0.898
2017-01-01 20:00:00+00:00,1,1,20,6,12815,0.996
2017-01-01 21:00:00+00:00,1,1,21,6,12128,1.183
2017-01-01 22:00:00+00:00,1,1,22,6,11287,1.415
2017-01-01 23:00:00+00:00,1,1,23,6,10553,1.61
2017-01-02 00:00:00+00:00,1,2,0,0,10089,1.768
2017-01-02 01:00:00+00:00,1,2,1,0,9844,1.987
2017-01-02 02:00:00+00:00,1,2,2,0,9748,2.167
2017-01-02 03:00:00+00:00,1,2,3,0,9872,2.328
2017-01-02 04:00:00+00:00,1,2,4,0,10400,2.135
2017-01-02 05:00:00+00:00,1,2,5,0,11694,1.739
2017-01-02 06:00:00+00:00,1,2,6,0,13496,1.386
2017-01-02 07:00:00+00:00,1,2,7,0,15034,1.186
2017-01-02 08:00:00+00:00,1,2,8,0,15746,1.865
2017-01-02 09:00:00+00:00,1,2,9,0,15981,3.344
2017-01-02 10:00:00+00:00,1,2,10,0,15934,4.287
2017-01-02 11:00:00+00:00,1,2,11,0,15828,4.754
2017-01-02 12:00:00+00:00,1,2,12,0,15902,4.754
2017-01-02 13:00:00+00:00,1,2,13,0,15886,4.224
2017-01-02 14:00:00+00:00,1,2,14,0,15952,3.248
2017-01-02 15:00:00+00:00,1,2,15,0,16392,2.29
2017-01-02 16:00:00+00:00,1,2,16,0,17535,2.054
2017-01-02 17:00:00+00:00,1,2,17,0,16792,2.073
2017-01-02 18:00:00+00:00,1,2,18,0,16162,2.039
2017-01-02 19:00:00+00:00,1,2,19,0,15397,1.907
2017-01-02 20:00:00+00:00,1,2,20,0,14448,1.759
2017-01-02 21:00:00+00:00,1,2,21,0,13404,1.642
2017-01-02 22:00:00+00:00,1,2,22,0,12464,1.645
2017-01-02 23:00:00+00:00,1,2,23,0,11574,1.682
2017-01-03 00:00:00+00:00,1,3,0,1,10939,1.848
2017-01-03 01:00:00+00:00,1,3,1,1,10600,2.089
2017-01-03 02:00:00+00:00,1,3,2,1,10452,2.325
2017-01-03 03:00:00+00:00,1,3,3,1,10545,2.571
