time,month,day,hour,day_of_week,demand,temperature
2019-01-01 00:00:00,1,1,0,1,9088.962,5.0
2019-01-01 01:00:00,1,1,1,1,8685.101,5.0
2019-01-01 02:00:00,1,1,2,1,8324.604000000001,6.0
2019-01-01 03:00:00,1,1,3,1,8165.776000000001,6.0
2019-01-01 04:00:00,1,1,4,1,8127.783,6.0
2019-01-01 05:00:00,1,1,5,1,8274.712000000001,7.0
2019-01-01 06:00:00,1,1,6,1,8469.947,7.0
2019-01-01 07:00:00,1,1,7,1,8613.423999999999,7.0
2019-01-01 08:00:00,1,1,8,1,8702.607,7.0
2019-01-01 09:00:00,1,1,9,1,9030.224999999999,9.0
2019-01-01 10:00:00,1,1,10,1,9250.376999999999,10.0
2019-01-01 11:00:00,1,1,11,1,9309.941,11.0
2019-01-01 12:00:00,1,1,12,1,9286.338,11.0
2019-01-01 13:00:00,1,1,13,1,9403.644,11.0
2019-01-01 14:00:00,1,1,14,1,9460.33,10.0
2019-01-01 15:00:00,1,1,15,1,9599.443000000001,9.0
2019-01-01 16:00:00,1,1,16,1,9993.013,7.0
2019-01-01 17:00:00,1,1,17,1,10912.238,6.0
2019-01-01 18:00:00,1,1,18,1,11001.423999999999,5.0
2019-01-01 19:00:00,1,1,19,1,10891.912,4.0
2019-01-01 20:00:00,1,1,20,1,10719.723,3.0
2019-01-01 21:00:00,1,1,21,1,10351.607,3.0
2019-01-01 22:00:00,1,1,22,1,9854.125,2.0
2019-01-01 23:00:00,1,1,23,1,9367.734,1.0
2019-01-02 00:00:00,1,2,0,2,9081.328,1.0
2019-01-02 01:00:00,1,2,1,2,8920.688,0.0
2019-01-02 02:00:00,1,2,2,2,8997.787999999999,0.0
2019-01-02 03:00:00,1,2,3,2,9187.687,0.0
2019-01-02 04:00:00,1,2,4,2,9566.671,0.0
2019-01-02 05:00:00,1,2,5,2,10417.937,0.0
2019-01-02 06:00:00,1,2,6,2,11464.191,0.0
2019-01-02 07:00:00,1,2,7,2,12017.264,0.0
2019-01-02 08:00:00,1,2,8,2,12022.307,0.0
2019-01-02 09:00:00,1,2,9,2,11924.496000000001,0.0
2019-01-02 10:00:00,1,2,10,2,11786.849,0.0
2019-01-02 11:00:00,1,2,11,2,11648.617000000002,0.0
2019-01-02 12:00:00,1,2,12,2,11561.5,0.0
2019-01-02 13:00:00,1,2,13,2,11506.888,1.0
2019-01-02 14:00:00,1,2,14,2,11455.182,1.0
2019-01-02 15:00:00,1,2,15,2,11633.282,1.0
2019-01-02 16:00:00,1,2,16,2,12119.742999999999,1.0
2019-01-02 17:00:00,1,2,17,2,12840.683,0.0
2019-01-02 18:00:00,1,2,18,2,12824.589,0.0
2019-01-02 19:00:00,1,2,19,2,12654.181999999999,0.0
2019-01-02 20:00:00,1,2,20,2,12339.635,0.0
2019-01-02 21:00:00,1,2,21,2,11726.550999999998,0.0
2019-01-02 22:00:00,1,2,22,2,11023.090999999999,0.0
2019-01-02 23:00:00,1,2,23,2,10378.803000000002,-1.0
2019-01-03 00:00:00,1,3,0,3,9900.986,-1.0
2019-01-03 01:00:00,1,3,1,3,9678.960000000001,-2.0
2019-01-03 02:00:00,1,3,2,3,9571.589,-2.0
2019-01-03 03:00:00,1,3,3,3,9581.913,-2.0
2019-01-03 04:00:00,1,3,4,3,9898.893,-2.0
2019-01-03 05:00:00,1,3,5,3,10576.051,-3.0
2019-01-03 06:00:00,1,3,6,3,11510.277,-3.0
2019-01-03 07:00:00,1,3,7,3,11973.212000000001,-2.0
2019-01-03 08:00:00,1,3,8,3,11838.856,-1.0
2019-01-03 09:00:00,1,3,9,3,11734.86,-1.0
2019-01-03 10:00:00,1,3,10,3,11581.871,0.0
2019-01-03 11:00:00,1,3,11,3,11390.265,0.0
2019-01-03 12:00:00,1,3,12,3,11218.382,0.0
2019-01-03 13:00:00,1,3,13,3,11155.603999999998,0.0
2019-01-03 14:00:00,1,3,14,3,11093.527,0.0
2019-01-03 15:00:00,1,3,15,3,11198.257,0.0
2019-01-03 16:00:00,1,3,16,3,11596.431,0.0
2019-01-03 17:00:00,1,3,17,3,12537.44,-1.0
2019-01-03 18:00:00,1,3,18,3,12678.106000000002,-1.0
2019-01-03 19:00:00,1,3,19,3,12638.622,-1.0
2019-01-03 20:00:00,1,3,20,3,12489.037999999999,-1.0
2019-01-03 21:00:00,1,3,21,3,12125.766,-1.0
2019-01-03 22:00:00,1,3,22,3,11531.366,-1.0
2019-01-03 23:00:00,1,3,23,3,10999.944000000001,-2.0
2019-01-04 00:00:00,1,4,0,4,10603.019,-2.0
2019-01-04 01:00:00,1,4,1,4,10437.821,-2.0
2019-01-04 02:00:00,1,4,2,4,10390.707,-2.0
2019-01-04 03:00:00,1,4,3,4,10438.982,-2.0
2019-01-04 04:00:00,1,4,4,4,10871.189,-2.0
2019-01-04 05:00:00,1,4,5,4,11638.231999999998,-2.0
2019-01-04 06:00:00,1,4,6,4,12696.303,-2.0
2019-01-04 07:00:00,1,4,7,4,13161.946999999998,-1.0
2019-01-04 08:00:00,1,4,8,4,12996.679,0.0
2019-01-04 09:00:00,1,4,9,4,12762.499,1.0
2019-01-04 10:00:00,1,4,10,4,12434.037,2.0
2019-01-04 11:00:00,1,4,11,4,12133.607,3.0
2019-01-04 12:00:00,1,4,12,4,12012.496000000001,4.0
2019-01-04 13:00:00,1,4,13,4,11886.001,5.0
2019-01-04 14:00:00,1,4,14,4,11713.921,4.0
2019-01-04 15:00:00,1,4,15,4,11711.069,3.0
2019-01-04 16:00:00,1,4,16,4,12018.448,1.0
2019-01-04 17:00:00,1,4,17,4,12571.453000000001,0.0
2019-01-04 18:00:00,1,4,18,4,12439.472,0.0
2019-01-04 19:00:00,1,4,19,4,12125.115,0.0
2019-01-04 20:00:00,1,4,20,4,11774.565999999999,0.0
2019-01-04 21:00:00,1,4,21,4,11313.904,0.0
2019-01-04 22:00:00,1,4,22,4,10776.046,0.0
2019-01-04 23:00:00,1,4,23,4,10154.11,0.0
2019-01-05 00:00:00,1,5,0,5,9670.69,0.0
2019-01-05 01:00:00,1,5,1,5,9332.364000000001,0.0
2019-01-05 02:00:00,1,5,2,5,9126.737,0.0
2019-01-05 03:00:00,1,5,3,5,9074.916,0.0
2019-01-05 04:00:00,1,5,4,5,9137.911,-1.0
2019-01-05 05:00:00,1,5,5,5,9371.283,-1.0
2019-01-05 06:00:00,1,5,6,5,9778.388,0.0
2019-01-05 07:00:00,1,5,7,5,10216.527,0.0
2019-01-05 08:00:00,1,5,8,5,10474.785,1.0
2019-01-05 09:00:00,1,5,9,5,10477.783000000001,3.0
2019-01-05 10:00:00,1,5,10,5,10463.123,5.0
2019-01-05 11:00:00,1,5,11,5,10347.831,6.0
2019-01-05 12:00:00,1,5,12,5,10160.647,7.0
2019-01-05 13:00:00,1,5,13,5,9814.717999999999,7.0
2019-01-05 14:00:00,1,5,14,5,9517.627,6.0
2019-01-05 15:00:00,1,5,15,5,9581.154,5.0
2019-01-05 16:00:00,1,5,16,5,10188.594000000001,4.0
2019-01-05 17:00:00,1,5,17,5,11077.069000000001,4.0
2019-01-05 18:00:00,1,5,18,5,11320.387999999999,3.0
2019-01-05 19:00:00,1,5,19,5,11351.121,3.0
2019-01-05 20:00:00,1,5,20,5,11225.694000000001,3.0
2019-01-05 21:00:00,1,5,21,5,11025.482,3.0
2019-01-05 22:00:00,1,5,22,5,10653.643,3.0
2019-01-05 23:00:00,1,5,23,5,10310.862,3.0
2019-01-06 00:00:00,1,6,0,6,9975.053,3.0
2019-01-06 01:00:00,1,6,1,6,9834.306,3.0
