ept,mw,tmpf,month,hour,dayofweek,mw2day,mw7day
2019-01-04 15:00:00,47953.371,50,1,15,4,51072.13,
2019-01-04 16:00:00,48089.633,50,1,16,4,51621.597,
2019-01-04 17:00:00,49975.664,46.9,1,17,4,53531.967,
2019-01-04 18:00:00,50916.862,46,1,18,4,53899.064,
2019-01-04 19:00:00,50438.453,46.9,1,19,4,53226.13,
2019-01-04 20:00:00,49654.136,46.9,1,20,4,52359.206,
2019-01-04 21:00:00,48546.449,46.9,1,21,4,50725.303,
2019-01-04 22:00:00,46866.513,42.1,1,22,4,48534.709,
2019-01-04 23:00:00,44514.116,41,1,23,4,45940.611,
2019-01-05 00:00:00,42671.346,42.1,1,0,5,43966.232,
2019-01-05 01:00:00,41329.566,42.1,1,1,5,42912.025,
2019-01-05 02:00:00,40688.738,41,1,2,5,42445.634,
2019-01-05 03:00:00,40366.057,42.1,1,3,5,42351.992,
2019-01-05 04:00:00,40823.112,39.9,1,4,5,42968.095,
2019-01-05 05:00:00,41636.335,37,1,5,5,44903.116,
2019-01-05 06:00:00,43123.491,36,1,6,5,48346.06,
2019-01-05 07:00:00,44824.51,35.1,1,7,5,51192.881,
2019-01-05 08:00:00,45854.938,33.1,1,8,5,51753.718,
2019-01-05 09:00:00,46265.684,35.1,1,9,5,51669.623,
2019-01-05 10:00:00,46007.583,39,1,10,5,51907.832,
2019-01-05 11:00:00,45672.166,42.1,1,11,5,51497.225,
2019-01-05 12:00:00,44742.809,45,1,12,5,51067.98,
2019-01-05 13:00:00,43710.215,46,1,13,5,50315.271,
2019-01-05 14:00:00,42648.029,48.9,1,14,5,49527.875,
2019-01-05 15:00:00,42147.833,50,1,15,5,49273.028,
2019-01-05 16:00:00,42496.234,50,1,16,5,49620.076,
2019-01-05 17:00:00,44826.502,48,1,17,5,52467.144,
2019-01-05 18:00:00,46667.502,46,1,18,5,54157.938,
2019-01-05 19:00:00,46549.535,45,1,19,5,53984.959,
2019-01-05 20:00:00,46249.954,43,1,20,5,53463.475,
2019-01-05 21:00:00,45434.725,42.1,1,21,5,52164.287,
2019-01-05 22:00:00,43979.089,41,1,22,5,49949.741,
2019-01-05 23:00:00,42199.969,39.9,1,23,5,47621.386,
2019-01-06 00:00:00,40894.547,39.9,1,0,6,45792.867,
2019-01-06 01:00:00,39731.585,39,1,1,6,44761.924,
2019-01-06 02:00:00,39302.356,35.1,1,2,6,44213.55,
2019-01-06 03:00:00,39129.267,37.9,1,3,6,44130.857,
2019-01-06 04:00:00,39169.129,39,1,4,6,44723.682,
2019-01-06 05:00:00,39911.352,37,1,5,6,46516.669,
2019-01-06 06:00:00,41189.341,37,1,6,6,49944.623,
2019-01-06 07:00:00,42730.546,35.1,1,7,6,52461.943,
2019-01-06 08:00:00,43694.432,30.9,1,8,6,53057.287,
2019-01-06 09:00:00,43972.764,34,1,9,6,52772.108,
2019-01-06 10:00:00,43673.311,39,1,10,6,52275.491,
2019-01-06 11:00:00,43196.979,39.9,1,11,6,51307.194,
2019-01-06 12:00:00,42948.53,42.1,1,12,6,50440.03,
2019-01-06 13:00:00,42348.633,43,1,13,6,49424.508,
2019-01-06 14:00:00,42004.55,44.1,1,14,6,48624.059,
2019-01-06 15:00:00,42035.176,46,1,15,6,47953.371,
2019-01-06 16:00:00,43214.29,46.9,1,16,6,48089.633,
2019-01-06 17:00:00,46272.405,44.1,1,17,6,49975.664,
2019-01-06 18:00:00,48099.46,41,1,18,6,50916.862,
2019-01-06 19:00:00,48152.739,39.9,1,19,6,50438.453,
2019-01-06 20:00:00,47926.503,41,1,20,6,49654.136,
2019-01-06 21:00:00,46885.992,39.9,1,21,6,48546.449,
2019-01-06 22:00:00,45104.095,39,1,22,6,46866.513,
2019-01-06 23:00:00,43394.166,37.9,1,23,6,44514.116,
2019-01-07 00:00:00,42115.821,37,1,0,0,42671.346,
2019-01-07 01:00:00,41509.086,37,1,1,0,41329.566,
2019-01-07 02:00:00,41355.174,36,1,2,0,40688.738,
2019-01-07 03:00:00,41303.375,36,1,3,0,40366.057,
2019-01-07 04:00:00,42155.436,36,1,4,0,40823.112,
2019-01-07 05:00:00,44515.179,36,1,5,0,41636.335,
2019-01-07 06:00:00,48303.582,36,1,6,0,43123.491,
2019-01-07 07:00:00,51288.938,36,1,7,0,44824.51,
2019-01-07 08:00:00,52057.408,37,1,8,0,45854.938,
2019-01-07 09:00:00,52042.617,37.9,1,9,0,46265.684,
2019-01-07 10:00:00,52112.514,39,1,10,0,46007.583,
2019-01-07 11:00:00,51784.932,41,1,11,0,45672.166,
2019-01-07 12:00:00,51397.612,43,1,12,0,44742.809,
2019-01-07 13:00:00,50907.597,45,1,13,0,43710.215,
2019-01-07 14:00:00,50325.639,48,1,14,0,42648.029,
2019-01-07 15:00:00,49731.984,50,1,15,0,42147.833,
2019-01-07 16:00:00,49738.623,51.1,1,16,0,42496.234,
2019-01-07 17:00:00,51447.218,54,1,17,0,44826.502,
2019-01-07 18:00:00,52016.147,55,1,18,0,46667.502,
2019-01-07 19:00:00,51405.24,57,1,19,0,46549.535,
2019-01-07 20:00:00,50239.129,57.9,1,20,0,46249.954,
2019-01-07 21:00:00,48245.964,57,1,21,0,45434.725,
2019-01-07 22:00:00,45838.292,57,1,22,0,43979.089,
2019-01-07 23:00:00,43128.256,55.9,1,23,0,42199.969,
2019-01-08 00:00:00,41168.876,55,1,0,1,40894.547,37595.379
2019-01-08 01:00:00,39909.717,55,1,1,1,39731.585,36246.587
2019-01-08 02:00:00,39171.759,53.1,1,2,1,39302.356,35429.872
2019-01-08 03:00:00,39085.17,53.1,1,3,1,39129.267,35011.561
2019-01-08 04:00:00,39584.978,53.1,1,4,1,39169.129,35128.803
2019-01-08 05:00:00,41744.206,53.1,1,5,1,39911.352,35794.553
2019-01-08 06:00:00,45602.884,53.1,1,6,1,41189.341,36643.064
2019-01-08 07:00:00,48164.216,53.1,1,7,1,42730.546,37902.84
2019-01-08 08:00:00,48458.389,52,1,8,1,43694.432,38654.614
2019-01-08 09:00:00,48130.982,52,1,9,1,43972.764,39803.744
2019-01-08 10:00:00,47803.112,54,1,10,1,43673.311,41145.456
2019-01-08 11:00:00,47469.546,55.9,1,11,1,43196.979,42216.627
2019-01-08 12:00:00,46874.619,59,1,12,1,42948.53,42861.6
2019-01-08 13:00:00,46524.141,61,1,13,1,42348.633,42930.324
2019-01-08 14:00:00,45935.997,62.1,1,14,1,42004.55,43156.846
2019-01-08 15:00:00,45658.582,57.9,1,15,1,42035.176,43427.543
2019-01-08 16:00:00,46354.06,57,1,16,1,43214.29,44272.221
2019-01-08 17:00:00,48633.264,51.1,1,17,1,46272.405,46270.223
2019-01-08 18:00:00,50327.942,48,1,18,1,48099.46,46891.033
2019-01-08 19:00:00,50134.155,46,1,19,1,48152.739,46571.415
2019-01-08 20:00:00,49622.18,45,1,20,1,47926.503,46003.906
2019-01-08 21:00:00,48553.595,43,1,21,1,46885.992,45067.898
2019-01-08 22:00:00,46643.614,42.1,1,22,1,45104.095,43484.002
2019-01-08 23:00:00,44603.54,41,1,23,1,43394.166,41529.086
2019-01-09 00:00:00,43054.198,42.1,1,0,2,42115.821,40295.685
2019-01-09 01:00:00,42196.355,41,1,1,2,41509.086,39584.985
2019-01-09 02:00:00,42125.592,41,1,2,2,41355.174,39220.115
2019-01-09 03:00:00,42406.578,39.9,1,3,2,41303.375,39242.388
2019-01-09 04:00:00,43382.473,37.9,1,4,2,42155.436,40122.308
2019-01-09 05:00:00,45977.163,36,1,5,2,44515.179,42198.194
2019-01-09 06:00:00,50135.036,34,1,6,2,48303.582,45634.544
2019-01-09 07:00:00,53480.658,30.9,1,7,2,51288.938,48793.616
2019-01-09 08:00:00,54230.367,28.9,1,8,2,52057.408,50174.182
2019-01-09 09:00:00,54412.773,28,1,9,2,52042.617,50688.858
2019-01-09 10:00:00,54760.741,27,1,10,2,52112.514,51367.069
2019-01-09 11:00:00,54736.081,27,1,11,2,51784.932,51605.991
2019-01-09 12:00:00,54863.54,28,1,12,2,51397.612,51494.73
2019-01-09 13:00:00,55049.495,27,1,13,2,50907.597,51562.835
2019-01-09 14:00:00,54848.279,27,1,14,2,50325.639,51420.68
2019-01-09 15:00:00,54936.344,27,1,15,2,49731.984,51072.13
2019-01-09 16:00:00,55702.995,26.1,1,16,2,49738.623,51621.597
2019-01-09 17:00:00,57720.729,26.1,1,17,2,51447.218,53531.967
2019-01-09 18:00:00,59117.701,25,1,18,2,52016.147,53899.064
2019-01-09 19:00:00,58751.464,25,1,19,2,51405.24,53226.13
2019-01-09 20:00:00,58052.834,25,1,20,2,50239.129,52359.206
2019-01-09 21:00:00,56557.396,25,1,21,2,48245.964,50725.303
2019-01-09 22:00:00,54213.823,23,1,22,2,45838.292,48534.709
2019-01-09 23:00:00,51829.984,23,1,23,2,43128.256,45940.611
2019-01-10 00:00:00,50281.262,23,1,0,3,41168.876,43966.232
2019-01-10 01:00:00,49445.284,23,1,1,3,39909.717,42912.025
2019-01-10 02:00:00,49155.432,21.9,1,2,3,39171.759,42445.634
2019-01-10 03:00:00,49147.629,21,1,3,3,39085.17,42351.992
2019-01-10 04:00:00,50114.14,19.9,1,4,3,39584.978,42968.095
2019-01-10 05:00:00,52334.149,19,1,5,3,41744.206,44903.116
2019-01-10 06:00:00,56000.034,19,1,6,3,45602.884,48346.06
2019-01-10 07:00:00,58982.728,21.9,1,7,3,48164.216,51192.881
2019-01-10 08:00:00,59399.771,23,1,8,3,48458.389,51753.718
2019-01-10 09:00:00,59094.252,23,1,9,3,48130.982,51669.623
2019-01-10 10:00:00,58840.563,23,1,10,3,47803.112,51907.832
2019-01-10 11:00:00,58308.644,24.1,1,11,3,47469.546,51497.225
2019-01-10 12:00:00,57818.464,24.1,1,12,3,46874.619,51067.98
2019-01-10 13:00:00,57433.425,25,1,13,3,46524.141,50315.271
2019-01-10 14:00:00,56875.71,25,1,14,3,45935.997,49527.875
2019-01-10 15:00:00,56532.406,26.1,1,15,3,45658.582,49273.028
2019-01-10 16:00:00,56870.973,26.1,1,16,3,46354.06,49620.076
2019-01-10 17:00:00,58848.708,26.1,1,17,3,48633.264,52467.144
2019-01-10 18:00:00,60105.072,26.1,1,18,3,50327.942,54157.938
2019-01-10 19:00:00,59527.136,26.1,1,19,3,50134.155,53984.959
2019-01-10 20:00:00,58902.042,26.1,1,20,3,49622.18,53463.475
2019-01-10 21:00:00,57310.829,26.1,1,21,3,48553.595,52164.287
2019-01-10 22:00:00,54902.731,27,1,22,3,46643.614,49949.741
2019-01-10 23:00:00,52401.38,27,1,23,3,44603.54,47621.386
2019-01-11 00:00:00,50661.126,27,1,0,4,43054.198,45792.867
2019-01-11 01:00:00,49796.553,26.1,1,1,4,42196.355,44761.924
2019-01-11 02:00:00,49186.75,26.1,1,2,4,42125.592,44213.55
2019-01-11 03:00:00,49142.278,26.1,1,3,4,42406.578,44130.857
2019-01-11 04:00:00,49870.155,26.1,1,4,4,43382.473,44723.682
2019-01-11 05:00:00,51964.563,26.1,1,5,4,45977.163,46516.669
2019-01-11 06:00:00,55478.057,26.1,1,6,4,50135.036,49944.623
2019-01-11 07:00:00,58439.178,26.1,1,7,4,53480.658,52461.943
2019-01-11 08:00:00,58541.287,26.1,1,8,4,54230.367,53057.287
2019-01-11 09:00:00,57728.639,26.1,1,9,4,54412.773,52772.108
2019-01-11 10:00:00,56967.18,27,1,10,4,54760.741,52275.491
2019-01-11 11:00:00,56073.111,28,1,11,4,54736.081,51307.194
2019-01-11 12:00:00,54917.514,28,1,12,4,54863.54,50440.03
2019-01-11 13:00:00,53815.356,28.9,1,13,4,55049.495,49424.508
2019-01-11 14:00:00,52682.272,30,1,14,4,54848.279,48624.059
2019-01-11 15:00:00,52241.065,30,1,15,4,54936.344,47953.371
2019-01-11 16:00:00,52769.484,30,1,16,4,55702.995,48089.633
2019-01-11 17:00:00,54922.509,28.9,1,17,4,57720.729,49975.664
2019-01-11 18:00:00,56029.64,28,1,18,4,59117.701,50916.862
2019-01-11 19:00:00,55443.287,27,1,19,4,58751.464,50438.453
2019-01-11 20:00:00,54727.666,27,1,20,4,58052.834,49654.136
2019-01-11 21:00:00,53527.117,28,1,21,4,56557.396,48546.449
2019-01-11 22:00:00,51504.601,27,1,22,4,54213.823,46866.513
2019-01-11 23:00:00,49232.722,27,1,23,4,51829.984,44514.116
2019-01-12 00:00:00,47462.723,27,1,0,5,50281.262,42671.346
2019-01-12 01:00:00,46306.307,28,1,1,5,49445.284,41329.566
2019-01-12 02:00:00,45641.093,28,1,2,5,49155.432,40688.738
2019-01-12 03:00:00,45254.003,28,1,3,5,49147.629,40366.057
2019-01-12 04:00:00,45599.862,28,1,4,5,50114.14,40823.112
2019-01-12 05:00:00,46435.898,28,1,5,5,52334.149,41636.335
2019-01-12 06:00:00,47908.44,28,1,6,5,56000.034,43123.491
2019-01-12 07:00:00,49810.39,28,1,7,5,58982.728,44824.51
2019-01-12 08:00:00,51107.399,27,1,8,5,59399.771,45854.938
2019-01-12 09:00:00,52250.521,27,1,9,5,59094.252,46265.684
2019-01-12 10:00:00,52811.41,27,1,10,5,58840.563,46007.583
2019-01-12 11:00:00,52825.217,28,1,11,5,58308.644,45672.166
2019-01-12 12:00:00,52404.108,28,1,12,5,57818.464,44742.809
2019-01-12 13:00:00,51990.636,28.9,1,13,5,57433.425,43710.215
2019-01-12 14:00:00,51630.747,30,1,14,5,56875.71,42648.029
2019-01-12 15:00:00,51619.226,30,1,15,5,56532.406,42147.833
2019-01-12 16:00:00,52024.171,30,1,16,5,56870.973,42496.234
2019-01-12 17:00:00,53685.077,30,1,17,5,58848.708,44826.502
2019-01-12 18:00:00,54467.476,28.9,1,18,5,60105.072,46667.502
2019-01-12 19:00:00,53670.362,30,1,19,5,59527.136,46549.535
2019-01-12 20:00:00,52834.622,30,1,20,5,58902.042,46249.954
2019-01-12 21:00:00,51347.42,30,1,21,5,57310.829,45434.725
2019-01-12 22:00:00,49712.883,30,1,22,5,54902.731,43979.089
2019-01-12 23:00:00,47739.393,30,1,23,5,52401.38,42199.969
2019-01-13 00:00:00,46032.426,30,1,0,6,50661.126,40894.547
2019-01-13 01:00:00,44837.243,28.9,1,1,6,49796.553,39731.585
2019-01-13 02:00:00,44084.169,30,1,2,6,49186.75,39302.356
2019-01-13 03:00:00,43762.937,30,1,3,6,49142.278,39129.267
2019-01-13 04:00:00,43858.711,30,1,4,6,49870.155,39169.129
2019-01-13 05:00:00,44515.319,30,1,5,6,51964.563,39911.352
2019-01-13 06:00:00,45439.567,30,1,6,6,55478.057,41189.341
2019-01-13 07:00:00,46726.019,30,1,7,6,58439.178,42730.546
2019-01-13 08:00:00,47653.375,28.9,1,8,6,58541.287,43694.432
2019-01-13 09:00:00,48628.088,28.9,1,9,6,57728.639,43972.764
2019-01-13 10:00:00,49005.273,30,1,10,6,56967.18,43673.311
2019-01-13 11:00:00,49080.942,32,1,11,6,56073.111,43196.979
2019-01-13 12:00:00,49257.213,32,1,12,6,54917.514,42948.53
2019-01-13 13:00:00,48878.492,32,1,13,6,53815.356,42348.633
2019-01-13 14:00:00,48740.546,32,1,14,6,52682.272,42004.55
2019-01-13 15:00:00,48883.532,30.9,1,15,6,52241.065,42035.176
2019-01-13 16:00:00,49665.622,32,1,16,6,52769.484,43214.29
2019-01-13 17:00:00,51936.555,32,1,17,6,54922.509,46272.405
2019-01-13 18:00:00,53707.472,32,1,18,6,56029.64,48099.46
2019-01-13 19:00:00,53243.293,32,1,19,6,55443.287,48152.739
2019-01-13 20:00:00,52619.352,32,1,20,6,54727.666,47926.503
2019-01-13 21:00:00,51075.869,30.9,1,21,6,53527.117,46885.992
2019-01-13 22:00:00,49504.568,28.9,1,22,6,51504.601,45104.095
2019-01-13 23:00:00,47587.714,28,1,23,6,49232.722,43394.166
2019-01-14 00:00:00,46449.178,27,1,0,0,47462.723,42115.821
2019-01-14 01:00:00,45889.203,27,1,1,0,46306.307,41509.086
2019-01-14 02:00:00,45744.991,27,1,2,0,45641.093,41355.174
2019-01-14 03:00:00,46089.49,26.1,1,3,0,45254.003,41303.375
2019-01-14 04:00:00,47093.904,24.1,1,4,0,45599.862,42155.436
2019-01-14 05:00:00,49466.966,21.9,1,5,0,46435.898,44515.179
2019-01-14 06:00:00,53405.21,21.9,1,6,0,47908.44,48303.582
2019-01-14 07:00:00,56443.758,21.9,1,7,0,49810.39,51288.938
2019-01-14 08:00:00,57287.671,21.9,1,8,0,51107.399,52057.408
2019-01-14 09:00:00,57250.205,23,1,9,0,52250.521,52042.617
2019-01-14 10:00:00,56743.352,26.1,1,10,0,52811.41,52112.514
2019-01-14 11:00:00,55999.165,28,1,11,0,52825.217,51784.932
2019-01-14 12:00:00,55564.846,28.9,1,12,0,52404.108,51397.612
2019-01-14 13:00:00,55147.879,28.9,1,13,0,51990.636,50907.597
2019-01-14 14:00:00,54553.191,30,1,14,0,51630.747,50325.639
2019-01-14 15:00:00,54039.823,30,1,15,0,51619.226,49731.984
2019-01-14 16:00:00,54640.054,28.9,1,16,0,52024.171,49738.623
2019-01-14 17:00:00,56608.372,28,1,17,0,53685.077,51447.218
2019-01-14 18:00:00,58344.66,27,1,18,0,54467.476,52016.147
2019-01-14 19:00:00,57982.614,27,1,19,0,53670.362,51405.24
2019-01-14 20:00:00,57239.719,26.1,1,20,0,52834.622,50239.129
2019-01-14 21:00:00,55643.387,25,1,21,0,51347.42,48245.964
2019-01-14 22:00:00,53241.228,23,1,22,0,49712.883,45838.292
2019-01-14 23:00:00,50995.715,21.9,1,23,0,47739.393,43128.256
2019-01-15 00:00:00,49447.659,19,1,0,1,46032.426,41168.876
2019-01-15 01:00:00,48629.308,19,1,1,1,44837.243,39909.717
2019-01-15 02:00:00,48234.837,17.1,1,2,1,44084.169,39171.759
2019-01-15 03:00:00,48483.339,15.1,1,3,1,43762.937,39085.17
2019-01-15 04:00:00,49359.904,15.1,1,4,1,43858.711,39584.978
2019-01-15 05:00:00,51586.753,12.9,1,5,1,44515.319,41744.206
2019-01-15 06:00:00,55426.338,14,1,6,1,45439.567,45602.884
2019-01-15 07:00:00,58080.351,16,1,7,1,46726.019,48164.216
2019-01-15 08:00:00,58561.795,15.1,1,8,1,47653.375,48458.389
2019-01-15 09:00:00,58117.029,15.1,1,9,1,48628.088,48130.982
2019-01-15 10:00:00,57661.866,17.1,1,10,1,49005.273,47803.112
2019-01-15 11:00:00,57074.786,19,1,11,1,49080.942,47469.546
2019-01-15 12:00:00,56763.967,19.9,1,12,1,49257.213,46874.619
2019-01-15 13:00:00,56421.263,21,1,13,1,48878.492,46524.141
2019-01-15 14:00:00,55971.572,21.9,1,14,1,48740.546,45935.997
2019-01-15 15:00:00,55764.632,24.1,1,15,1,48883.532,45658.582
2019-01-15 16:00:00,56352.661,25,1,16,1,49665.622,46354.06
2019-01-15 17:00:00,58043.299,26.1,1,17,1,51936.555,48633.264
2019-01-15 18:00:00,59031.857,27,1,18,1,53707.472,50327.942
2019-01-15 19:00:00,58708.733,27,1,19,1,53243.293,50134.155
2019-01-15 20:00:00,57681.84,27,1,20,1,52619.352,49622.18
2019-01-15 21:00:00,56163.79,27,1,21,1,51075.869,48553.595
2019-01-15 22:00:00,53669.204,28.9,1,22,1,49504.568,46643.614
2019-01-15 23:00:00,51040.184,30,1,23,1,47587.714,44603.54
2019-01-16 00:00:00,49051.363,30.9,1,0,2,46449.178,43054.198
2019-01-16 01:00:00,47995.894,30.9,1,1,2,45889.203,42196.355
2019-01-16 02:00:00,47455.654,30.9,1,2,2,45744.991,42125.592
2019-01-16 03:00:00,47068.59,30.9,1,3,2,46089.49,42406.578
2019-01-16 04:00:00,47759.592,32,1,4,2,47093.904,43382.473
2019-01-16 05:00:00,49606.634,32,1,5,2,49466.966,45977.163
2019-01-16 06:00:00,53184.885,33.1,1,6,2,53405.21,50135.036
2019-01-16 07:00:00,55845.252,32,1,7,2,56443.758,53480.658
2019-01-16 08:00:00,56190.761,30.9,1,8,2,57287.671,54230.367
2019-01-16 09:00:00,55864.926,30.9,1,9,2,57250.205,54412.773
2019-01-16 10:00:00,55737.861,32,1,10,2,56743.352,54760.741
2019-01-16 11:00:00,55101.658,32,1,11,2,55999.165,54736.081
2019-01-16 12:00:00,54474.003,32,1,12,2,55564.846,54863.54
2019-01-16 13:00:00,54175.564,33.1,1,13,2,55147.879,55049.495
2019-01-16 14:00:00,53776.086,33.1,1,14,2,54553.191,54848.279
2019-01-16 15:00:00,53544.106,34,1,15,2,54039.823,54936.344
2019-01-16 16:00:00,54030.588,34,1,16,2,54640.054,55702.995
2019-01-16 17:00:00,55737.806,34,1,17,2,56608.372,57720.729
2019-01-16 18:00:00,56819.793,34,1,18,2,58344.66,59117.701
2019-01-16 19:00:00,56241.967,33.1,1,19,2,57982.614,58751.464
2019-01-16 20:00:00,55565.512,33.1,1,20,2,57239.719,58052.834
2019-01-16 21:00:00,54051.44,33.1,1,21,2,55643.387,56557.396
2019-01-16 22:00:00,51442.741,32,1,22,2,53241.228,54213.823
2019-01-16 23:00:00,49052.09,32,1,23,2,50995.715,51829.984
2019-01-17 00:00:00,47303.884,32,1,0,3,49447.659,50281.262
2019-01-17 01:00:00,46254.446,32,1,1,3,48629.308,49445.284
2019-01-17 02:00:00,45847.458,32,1,2,3,48234.837,49155.432
2019-01-17 03:00:00,45699.263,32,1,3,3,48483.339,49147.629
2019-01-17 04:00:00,46625.106,32,1,4,3,49359.904,50114.14
2019-01-17 05:00:00,48772.557,32,1,5,3,51586.753,52334.149
2019-01-17 06:00:00,52770.324,33.1,1,6,3,55426.338,56000.034
2019-01-17 07:00:00,55596.004,32,1,7,3,58080.351,58982.728
2019-01-17 08:00:00,55920.369,32,1,8,3,58561.795,59399.771
2019-01-17 09:00:00,55884.425,32,1,9,3,58117.029,59094.252
2019-01-17 10:00:00,55723.31,33.1,1,10,3,57661.866,58840.563
2019-01-17 11:00:00,55283.645,34,1,11,3,57074.786,58308.644
2019-01-17 12:00:00,54960.749,33.1,1,12,3,56763.967,57818.464
2019-01-17 13:00:00,54629.047,33.1,1,13,3,56421.263,57433.425
2019-01-17 14:00:00,54326.438,34,1,14,3,55971.572,56875.71
2019-01-17 15:00:00,53900.181,34,1,15,3,55764.632,56532.406
2019-01-17 16:00:00,54247.128,35.1,1,16,3,56352.661,56870.973
