utc,cpt,mw,tmpf
2015-01-01 06:00:00,2015-01-01 00:00:00,2078.0600210888274,22.1
2015-01-01 07:00:00,2015-01-01 01:00:00,2057.993264716497,22.28
2015-01-01 08:00:00,2015-01-01 02:00:00,2039.019542228758,22.46
2015-01-01 09:00:00,2015-01-01 03:00:00,2027.431311623848,22.64
2015-01-01 10:00:00,2015-01-01 04:00:00,2026.8098894435811,22.82
2015-01-01 11:00:00,2015-01-01 05:00:00,2037.2160050554812,22.82
2015-01-01 12:00:00,2015-01-01 06:00:00,2039.1674518693185,22.82
2015-01-01 13:00:00,2015-01-01 07:00:00,2062.5665573016636,22.82
2015-01-01 14:00:00,2015-01-01 08:00:00,2070.9137758089496,23.0
2015-01-01 15:00:00,2015-01-01 09:00:00,2091.003082956637,23.54
2015-01-01 16:00:00,2015-01-01 10:00:00,2097.196107360617,23.9
2015-01-01 17:00:00,2015-01-01 11:00:00,2095.7056041942524,24.8
2015-01-01 18:00:00,2015-01-01 12:00:00,2073.179554310992,25.34
2015-01-01 19:00:00,2015-01-01 13:00:00,2043.7000074512537,26.06
2015-01-01 20:00:00,2015-01-01 14:00:00,2037.887428954348,26.42
2015-01-01 21:00:00,2015-01-01 15:00:00,2032.3431127858971,26.6
2015-01-01 22:00:00,2015-01-01 16:00:00,2037.2594643321788,27.14
2015-01-01 23:00:00,2015-01-01 17:00:00,2064.682429918745,27.5
2015-01-02 00:00:00,2015-01-01 18:00:00,2120.1389566279204,27.86
2015-01-02 01:00:00,2015-01-01 19:00:00,2115.143902612158,28.04
2015-01-02 02:00:00,2015-01-01 20:00:00,2102.2611568243806,28.04
2015-01-02 03:00:00,2015-01-01 21:00:00,2076.241373035987,28.22
2015-01-02 04:00:00,2015-01-01 22:00:00,2030.61411900556,28.4
2015-01-02 05:00:00,2015-01-01 23:00:00,1984.1708000000003,28.76
2015-01-02 06:00:00,2015-01-02 00:00:00,1950.0345074417423,28.76
2015-01-02 07:00:00,2015-01-02 01:00:00,1920.2936883504588,28.94
2015-01-02 08:00:00,2015-01-02 02:00:00,1914.8352386749807,28.94
2015-01-02 09:00:00,2015-01-02 03:00:00,1914.72421026147,28.94
2015-01-02 10:00:00,2015-01-02 04:00:00,1917.1032406052016,29.3
2015-01-02 11:00:00,2015-01-02 05:00:00,1943.4660832414472,30.2
2015-01-02 12:00:00,2015-01-02 06:00:00,1968.817201220614,30.38
2015-01-02 13:00:00,2015-01-02 07:00:00,2007.607217028648,31.64
2015-01-02 14:00:00,2015-01-02 08:00:00,1999.390057203522,32.0
2015-01-02 15:00:00,2015-01-02 09:00:00,2016.9486629057037,32.0
2015-01-02 16:00:00,2015-01-02 10:00:00,2032.4789400631344,32.0
2015-01-02 17:00:00,2015-01-02 11:00:00,2018.3105284672413,32.0
2015-01-02 18:00:00,2015-01-02 12:00:00,1956.8160466720913,32.0
2015-01-02 19:00:00,2015-01-02 13:00:00,1901.7565684653073,32.0
2015-01-02 20:00:00,2015-01-02 14:00:00,1847.1984468364344,32.36
2015-01-02 21:00:00,2015-01-02 15:00:00,1815.5602869652143,32.36
2015-01-02 22:00:00,2015-01-02 16:00:00,1787.569965752127,32.18
2015-01-02 23:00:00,2015-01-02 17:00:00,1773.9855441507548,32.36
2015-01-03 00:00:00,2015-01-02 18:00:00,1813.4234906637544,32.54
2015-01-03 01:00:00,2015-01-02 19:00:00,1814.2136306614484,32.9
2015-01-03 02:00:00,2015-01-02 20:00:00,1770.9663959763027,32.18
2015-01-03 03:00:00,2015-01-02 21:00:00,1717.1557033754589,32.9
2015-01-03 04:00:00,2015-01-02 22:00:00,1680.10467425743,33.26
2015-01-03 05:00:00,2015-01-02 23:00:00,1660.5895,32.9
2015-01-03 06:00:00,2015-01-03 00:00:00,1610.548543768237,33.08
2015-01-03 07:00:00,2015-01-03 01:00:00,1589.927047555392,33.26
2015-01-03 08:00:00,2015-01-03 02:00:00,1587.2284817461727,33.26
2015-01-03 09:00:00,2015-01-03 03:00:00,1583.5242333678777,33.08
2015-01-03 10:00:00,2015-01-03 04:00:00,1584.5328167235764,32.0
2015-01-03 11:00:00,2015-01-03 05:00:00,1615.336789209778,31.64
2015-01-03 12:00:00,2015-01-03 06:00:00,1628.8157505476977,30.92
2015-01-03 13:00:00,2015-01-03 07:00:00,1656.0026389537754,29.84
2015-01-03 14:00:00,2015-01-03 08:00:00,1644.2348575678823,29.3
2015-01-03 15:00:00,2015-01-03 09:00:00,1611.391457097674,32.0
2015-01-03 16:00:00,2015-01-03 10:00:00,1503.9380604659782,35.6
2015-01-03 17:00:00,2015-01-03 11:00:00,1420.3744847727176,36.86
2015-01-03 18:00:00,2015-01-03 12:00:00,1415.376068778074,38.12
2015-01-03 19:00:00,2015-01-03 13:00:00,1404.5099827766624,40.28
2015-01-03 20:00:00,2015-01-03 14:00:00,1402.66533658292,43.16
2015-01-03 21:00:00,2015-01-03 15:00:00,1407.56797089551,46.22
2015-01-03 22:00:00,2015-01-03 16:00:00,1407.071517431195,49.1
2015-01-03 23:00:00,2015-01-03 17:00:00,1459.459412988098,49.46
2015-01-04 00:00:00,2015-01-03 18:00:00,1575.8517882727149,46.76
2015-01-04 01:00:00,2015-01-03 19:00:00,1615.2738672696485,44.6
2015-01-04 02:00:00,2015-01-03 20:00:00,1623.2789633961056,42.62
2015-01-04 03:00:00,2015-01-03 21:00:00,1614.2847590622289,39.2
2015-01-04 04:00:00,2015-01-03 22:00:00,1595.0380178881996,36.86
2015-01-04 05:00:00,2015-01-03 23:00:00,1575.41871,35.96
2015-01-04 06:00:00,2015-01-04 00:00:00,1554.482151701615,35.42
2015-01-04 07:00:00,2015-01-04 01:00:00,1544.4452044716124,34.88
2015-01-04 08:00:00,2015-01-04 02:00:00,1537.937331339889,37.04
2015-01-04 09:00:00,2015-01-04 03:00:00,1539.577527549478,34.88
2015-01-04 10:00:00,2015-01-04 04:00:00,1545.1444087685402,33.08
2015-01-04 11:00:00,2015-01-04 05:00:00,1572.6790551020038,32.0
2015-01-04 12:00:00,2015-01-04 06:00:00,1601.1068887118588,31.28
2015-01-04 13:00:00,2015-01-04 07:00:00,1633.576358865114,30.74
2015-01-04 14:00:00,2015-01-04 08:00:00,1642.7796508232948,29.66
2015-01-04 15:00:00,2015-01-04 09:00:00,1642.3581952584443,29.84
2015-01-04 16:00:00,2015-01-04 10:00:00,1630.8477483477798,30.92
2015-01-04 17:00:00,2015-01-04 11:00:00,1616.5511265950463,31.64
2015-01-04 18:00:00,2015-01-04 12:00:00,1587.9410636149287,33.26
2015-01-04 19:00:00,2015-01-04 13:00:00,1568.6705788982565,35.06
2015-01-04 20:00:00,2015-01-04 14:00:00,1547.1644689450277,35.6
2015-01-04 21:00:00,2015-01-04 15:00:00,1532.467942677181,37.94
2015-01-04 22:00:00,2015-01-04 16:00:00,1538.5848608051847,40.1
2015-01-04 23:00:00,2015-01-04 17:00:00,1581.1903694583068,40.46
2015-01-05 00:00:00,2015-01-04 18:00:00,1691.844240410272,39.38
2015-01-05 01:00:00,2015-01-04 19:00:00,1750.9665317067572,38.3
2015-01-05 02:00:00,2015-01-04 20:00:00,1774.3883797965696,35.24
2015-01-05 03:00:00,2015-01-04 21:00:00,1770.364748963482,34.7
2015-01-05 04:00:00,2015-01-04 22:00:00,1733.192589928834,34.52
2015-01-05 05:00:00,2015-01-04 23:00:00,1693.5518,33.8
2015-01-05 06:00:00,2015-01-05 00:00:00,1659.540881420591,32.9
2015-01-05 07:00:00,2015-01-05 01:00:00,1655.4583294264587,32.0
2015-01-05 08:00:00,2015-01-05 02:00:00,1653.716283079561,30.74
2015-01-05 09:00:00,2015-01-05 03:00:00,1667.1559471389196,30.2
2015-01-05 10:00:00,2015-01-05 04:00:00,1688.29835406317,29.3
2015-01-05 11:00:00,2015-01-05 05:00:00,1747.4429422768128,29.3
2015-01-05 12:00:00,2015-01-05 06:00:00,1832.7211217985005,28.58
2015-01-05 13:00:00,2015-01-05 07:00:00,1890.3818854981275,27.86
2015-01-05 14:00:00,2015-01-05 08:00:00,1851.5431403295445,27.5
2015-01-05 15:00:00,2015-01-05 09:00:00,1816.6017089561567,30.92
2015-01-05 16:00:00,2015-01-05 10:00:00,1772.736924861638,35.78
2015-01-05 17:00:00,2015-01-05 11:00:00,1738.0235648029443,40.46
2015-01-05 18:00:00,2015-01-05 12:00:00,1689.9444905339258,44.78
2015-01-05 19:00:00,2015-01-05 13:00:00,1655.6487771283687,49.1
2015-01-05 20:00:00,2015-01-05 14:00:00,1635.871297579447,52.7
2015-01-05 21:00:00,2015-01-05 15:00:00,1623.0446299874511,55.76
2015-01-05 22:00:00,2015-01-05 16:00:00,1627.1010839265589,57.2
2015-01-05 23:00:00,2015-01-05 17:00:00,1652.0323854166736,55.76
2015-01-06 00:00:00,2015-01-05 18:00:00,1772.8623136320596,55.94
2015-01-06 01:00:00,2015-01-05 19:00:00,1819.632473315689,55.94
2015-01-06 02:00:00,2015-01-05 20:00:00,1838.3156295743076,48.2
2015-01-06 03:00:00,2015-01-05 21:00:00,1822.0370080746432,46.4
2015-01-06 04:00:00,2015-01-05 22:00:00,1773.584989850656,45.5
2015-01-06 05:00:00,2015-01-05 23:00:00,1716.5261200000004,44.6
2015-01-06 06:00:00,2015-01-06 00:00:00,1685.924214966538,43.7
2015-01-06 07:00:00,2015-01-06 01:00:00,1682.241812463417,43.16
2015-01-06 08:00:00,2015-01-06 02:00:00,1688.4575285332323,41.9
2015-01-06 09:00:00,2015-01-06 03:00:00,1690.957125339736,41.36
2015-01-06 10:00:00,2015-01-06 04:00:00,1705.8229448545212,40.1
2015-01-06 11:00:00,2015-01-06 05:00:00,1760.4516604799503,37.04
2015-01-06 12:00:00,2015-01-06 06:00:00,1855.468302424408,35.6
2015-01-06 13:00:00,2015-01-06 07:00:00,1911.33968720361,33.08
2015-01-06 14:00:00,2015-01-06 08:00:00,1881.483320039859,33.98
2015-01-06 15:00:00,2015-01-06 09:00:00,1861.205413118402,38.66
2015-01-06 16:00:00,2015-01-06 10:00:00,1816.5642426571203,42.26
2015-01-06 17:00:00,2015-01-06 11:00:00,1778.6239243392065,49.46
2015-01-06 18:00:00,2015-01-06 12:00:00,1734.674392238102,51.62
2015-01-06 19:00:00,2015-01-06 13:00:00,1714.9395436712284,54.32
2015-01-06 20:00:00,2015-01-06 14:00:00,1695.4926670962373,55.04
2015-01-06 21:00:00,2015-01-06 15:00:00,1687.1127717433153,55.58
2015-01-06 22:00:00,2015-01-06 16:00:00,1718.6157568239853,55.76
2015-01-06 23:00:00,2015-01-06 17:00:00,1739.933020759218,55.4
2015-01-07 00:00:00,2015-01-06 18:00:00,1845.199626900282,51.26
2015-01-07 01:00:00,2015-01-06 19:00:00,1889.1623922173,48.92
2015-01-07 02:00:00,2015-01-06 20:00:00,1905.3350011037276,46.22
2015-01-07 03:00:00,2015-01-06 21:00:00,1889.2369122148073,43.52
2015-01-07 04:00:00,2015-01-06 22:00:00,1850.3031202662912,41.36
2015-01-07 05:00:00,2015-01-06 23:00:00,1803.16549,39.02
2015-01-07 06:00:00,2015-01-07 00:00:00,1789.0694505476122,36.86
2015-01-07 07:00:00,2015-01-07 01:00:00,1781.5956004864995,36.86
2015-01-07 08:00:00,2015-01-07 02:00:00,1787.737802799748,36.5
