date,month,hour,dayofweek,tmpc,mw2day,mw7day
2017-01-08 00:00:00,1,0,6,-10.241,7970.81,6180.82
2017-01-08 01:00:00,1,1,6,-10.315,7882.75,6134.29
2017-01-08 02:00:00,1,2,6,-10.43,7822.87,6041.86
2017-01-08 03:00:00,1,3,6,-10.515,7922.0,5973.1
2017-01-08 04:00:00,1,4,6,-10.573,8389.64,5952.18
2017-01-08 05:00:00,1,5,6,-10.719,9467.64,5965.92
2017-01-08 06:00:00,1,6,6,-11.021,9927.8,5978.12
2017-01-08 07:00:00,1,7,6,-10.875,10034.0,5993.71
2017-01-08 08:00:00,1,8,6,-9.627,10184.09,6475.71
2017-01-08 09:00:00,1,9,6,-7.838,10162.31,6770.17
2017-01-08 10:00:00,1,10,6,-6.653,10072.43,6834.83
2017-01-08 11:00:00,1,11,6,-5.879,10123.67,6801.54
2017-01-08 12:00:00,1,12,6,-5.603,10099.51,6853.51
2017-01-08 13:00:00,1,13,6,-5.891,10109.45,6967.47
2017-01-08 14:00:00,1,14,6,-7.345,10124.3,7161.32
2017-01-08 15:00:00,1,15,6,-9.088,10131.5,7380.24
2017-01-08 16:00:00,1,16,6,-9.699,10281.72,7513.15
2017-01-08 17:00:00,1,17,6,-10.093,10010.68,7479.88
2017-01-08 18:00:00,1,18,6,-10.271,9858.15,7421.55
2017-01-08 19:00:00,1,19,6,-10.379,9530.44,7355.47
2017-01-08 20:00:00,1,20,6,-10.497,9058.86,7070.87
2017-01-08 21:00:00,1,21,6,-10.588,8596.21,6854.91
2017-01-08 22:00:00,1,22,6,-10.666,8228.31,6572.25
2017-01-08 23:00:00,1,23,6,-10.651,7819.55,6431.34
2017-01-09 00:00:00,1,0,0,-10.384,7679.14,6513.09
2017-01-09 01:00:00,1,1,0,-10.018,7765.31,6510.84
2017-01-09 02:00:00,1,2,0,-9.8,7873.53,6413.68
2017-01-09 03:00:00,1,3,0,-9.751,7928.91,6579.82
2017-01-09 04:00:00,1,4,0,-9.855,7966.04,7153.27
2017-01-09 05:00:00,1,5,0,-9.92,8133.87,8192.51
2017-01-09 06:00:00,1,6,0,-9.911,8411.76,8751.33
2017-01-09 07:00:00,1,7,0,-9.279,8588.96,9077.82
2017-01-09 08:00:00,1,8,0,-7.593,9090.55,9452.08
2017-01-09 09:00:00,1,9,0,-5.905,9325.99,9593.07
2017-01-09 10:00:00,1,10,0,-4.483,9302.52,9653.85
2017-01-09 11:00:00,1,11,0,-3.734,9219.22,9901.81
2017-01-09 12:00:00,1,12,0,-3.457,9261.72,9807.43
2017-01-09 13:00:00,1,13,0,-3.649,9157.02,9720.87
2017-01-09 14:00:00,1,14,0,-4.862,9236.79,9720.53
2017-01-09 15:00:00,1,15,0,-6.38,9283.0,9728.33
2017-01-09 16:00:00,1,16,0,-7.326,9235.34,9763.17
2017-01-09 17:00:00,1,17,0,-8.046,9148.64,9548.15
2017-01-09 18:00:00,1,18,0,-8.554,8937.45,9427.38
2017-01-09 19:00:00,1,19,0,-8.874,8777.62,9087.16
2017-01-09 20:00:00,1,20,0,-9.144,8334.97,8635.19
2017-01-09 21:00:00,1,21,0,-9.351,8126.75,8108.84
