ept,potential
2015-01-08 00:00:00,1759.298263154713
2015-01-08 01:00:00,1965.750164147976
2015-01-08 02:00:00,2192.6094163295147
2015-01-08 03:00:00,2412.83810400135
2015-01-08 04:00:00,2669.9208702496417
2015-01-08 05:00:00,3076.796306285385
2015-01-08 06:00:00,3454.0963711888817
2015-01-08 07:00:00,3406.200389818132
2015-01-08 08:00:00,3060.6284423808866
2015-01-08 09:00:00,2716.074160012744
2015-01-08 10:00:00,2366.856481932042
2015-01-08 11:00:00,2034.251423155112
2015-01-08 12:00:00,1698.5292270292412
2015-01-08 13:00:00,1524.4918114668235
2015-01-08 14:00:00,1382.378086869969
2015-01-08 15:00:00,1490.7178362742816
2015-01-08 16:00:00,1759.4435173847996
2015-01-08 17:00:00,2177.974857069017
2015-01-08 18:00:00,2335.785240257668
2015-01-08 19:00:00,2384.013609646392
2015-01-08 20:00:00,2408.26903019121
2015-01-08 21:00:00,2231.3985187999406
2015-01-08 22:00:00,1988.7512743691584
2015-01-08 23:00:00,1802.770450525772
2015-01-09 00:00:00,1601.9513438544654
2015-01-09 01:00:00,1551.025954484243
2015-01-09 02:00:00,1528.6501535310144
2015-01-09 03:00:00,1538.358779935175
2015-01-09 04:00:00,1637.053233953062
2015-01-09 05:00:00,1831.6079397336453
2015-01-09 06:00:00,2091.4656785450607
2015-01-09 07:00:00,2180.537788478436
2015-01-09 08:00:00,2185.2479523930942
2015-01-09 09:00:00,2284.200094807657
2015-01-09 10:00:00,2451.629131129668
2015-01-09 11:00:00,2575.394125726387
2015-01-09 12:00:00,2583.9835027188565
2015-01-09 13:00:00,2641.41887936483
2015-01-09 14:00:00,2681.765888655528
2015-01-09 15:00:00,2803.559305429508
2015-01-09 16:00:00,3023.254034462981
2015-01-09 17:00:00,3133.1065992825424
2015-01-09 18:00:00,2909.0788166140173
2015-01-09 19:00:00,2747.404453784062
2015-01-09 20:00:00,2651.118667603474
2015-01-09 21:00:00,2546.6109939737653
2015-01-09 22:00:00,2444.08350634146
2015-01-09 23:00:00,2388.620050525773
2015-01-10 00:00:00,2188.409020214365
2015-01-10 01:00:00,2089.239688849897
2015-01-10 02:00:00,2037.5739127710603
2015-01-10 03:00:00,1991.5248294897465
2015-01-10 04:00:00,1880.687329714816
2015-01-10 05:00:00,1607.4322594649148
2015-01-10 06:00:00,1302.1944048664136
2015-01-10 07:00:00,1397.7771278546788
2015-01-10 08:00:00,1645.6383340356133
2015-01-10 09:00:00,1864.1879617094287
2015-01-10 10:00:00,1965.7446596832613
2015-01-10 11:00:00,1976.174850061867
2015-01-10 12:00:00,1972.3075341275307
2015-01-10 13:00:00,1968.5968313494704
2015-01-10 14:00:00,2002.03043380489
2015-01-10 15:00:00,2124.2719262574665
2015-01-10 16:00:00,2264.4954369224706
2015-01-10 17:00:00,2434.985596167895
2015-01-10 18:00:00,2255.8358452705943
2015-01-10 19:00:00,2140.119307679508
2015-01-10 20:00:00,2048.4204330112134
2015-01-10 21:00:00,1914.387889740905
2015-01-10 22:00:00,1917.9960812676
2015-01-10 23:00:00,1948.9678505257723
2015-01-11 00:00:00,1745.3519572053065
2015-01-11 01:00:00,1648.8239432428436
2015-01-11 02:00:00,1569.3808145814146
2015-01-11 03:00:00,1468.6422579919072
2015-01-11 04:00:00,1266.5767498745026
2015-01-11 05:00:00,863.1963324169265
2015-01-11 06:00:00,402.88983951151386
2015-01-11 07:00:00,297.95637754998825
2015-01-11 08:00:00,517.2447843166083
2015-01-11 09:00:00,695.8213806067051
2015-01-11 10:00:00,843.2643804259187
2015-01-11 11:00:00,937.1416879183508
2015-01-11 12:00:00,999.8911284959358
2015-01-11 13:00:00,843.927376737458
2015-01-11 14:00:00,673.1125098824996
2015-01-11 15:00:00,606.7524846812921
2015-01-11 16:00:00,595.1492281177543
2015-01-11 17:00:00,745.8868069100845
2015-01-11 18:00:00,713.8111839460871
2015-01-11 19:00:00,685.1283778386423
2015-01-11 20:00:00,668.2813845535602
2015-01-11 21:00:00,636.0446794629079
2015-01-11 22:00:00,500.7840342087839
2015-01-11 23:00:00,483.06665052577046
2015-01-12 00:00:00,381.5484831864778
2015-01-12 01:00:00,406.4800628861631
2015-01-12 02:00:00,463.7267691169709
2015-01-12 03:00:00,575.6792981224589
2015-01-12 04:00:00,791.965054516666
2015-01-12 05:00:00,1167.6851352161211
2015-01-12 06:00:00,1483.0640153497825
2015-01-12 07:00:00,1500.485087370031
2015-01-12 08:00:00,1440.191355560239
2015-01-12 09:00:00,1461.1392656235294
2015-01-12 10:00:00,1469.9354923133103
2015-01-12 11:00:00,1448.091000853632
2015-01-12 12:00:00,1437.8718781202206
2015-01-12 13:00:00,1416.1542132012364
2015-01-12 14:00:00,1346.3489046142604
2015-01-12 15:00:00,1382.7101041331189
2015-01-12 16:00:00,1570.479310814986
2015-01-12 17:00:00,1923.3620712165207
2015-01-12 18:00:00,1880.834453191157
2015-01-12 19:00:00,1850.3777195743169
2015-01-12 20:00:00,1738.281530730139
2015-01-12 21:00:00,1596.7922755698255
2015-01-12 22:00:00,1423.8967592861643
2015-01-12 23:00:00,1269.0653505257724
2015-01-13 00:00:00,1095.6511564614866
2015-01-13 01:00:00,1065.0682979444027
2015-01-13 02:00:00,1056.7420623792514
2015-01-13 03:00:00,1087.1618803568908
2015-01-13 04:00:00,1220.0729541499877
2015-01-13 05:00:00,1491.0192228191936
2015-01-13 06:00:00,1776.7486051368542
2015-01-13 07:00:00,1850.109988658949
2015-01-13 08:00:00,1789.9529164375126
2015-01-13 09:00:00,1788.898005412766
2015-01-13 10:00:00,1826.5351375768096
2015-01-13 11:00:00,1871.6554888236988
2015-01-13 12:00:00,1886.342672502809
2015-01-13 13:00:00,1868.5045918811647
2015-01-13 14:00:00,1843.1939778264584
2015-01-13 15:00:00,1844.0159515365067
2015-01-13 16:00:00,1994.9111250481983
2015-01-13 17:00:00,2248.6695482657287
2015-01-13 18:00:00,2144.217009175032
2015-01-13 19:00:00,2045.2784520838795
2015-01-13 20:00:00,1955.7649793780784
2015-01-13 21:00:00,1711.8463195139138
2015-01-13 22:00:00,1494.2288884789195
2015-01-13 23:00:00,1316.4198505257718
2015-01-14 00:00:00,1157.2232842442936
2015-01-14 01:00:00,1157.605846130653
2015-01-14 02:00:00,1162.4262466245218
2015-01-14 03:00:00,1226.7186725085269
2015-01-14 04:00:00,1407.4864026824016
2015-01-14 05:00:00,1678.431824257399
2015-01-14 06:00:00,1967.3567214200905
2015-01-14 07:00:00,1976.6957936453
2015-01-14 08:00:00,1838.4035420215987
2015-01-14 09:00:00,1768.1276470099856
2015-01-14 10:00:00,1801.105500192767
2015-01-14 11:00:00,1810.233133105152
