ept,potential
2015-01-08 00:00:00,846.7999999999993
2015-01-08 01:00:00,1052.5999999999983
2015-01-08 02:00:00,1365.0400000000009
2015-01-08 03:00:00,1803.64
2015-01-08 04:00:00,2862.7599999999984
2015-01-08 05:00:00,6298.459999999999
2015-01-08 06:00:00,11211.32
2015-01-08 07:00:00,13537.419999999998
2015-01-08 08:00:00,13203.86
2015-01-08 09:00:00,12145.2
2015-01-08 10:00:00,11557.14
2015-01-08 11:00:00,9784.1
2015-01-08 12:00:00,11455.4
2015-01-08 13:00:00,12912.94
2015-01-08 14:00:00,13021.86
2015-01-08 15:00:00,13083.88
2015-01-08 16:00:00,12098.72
2015-01-08 17:00:00,9849.059999999998
2015-01-08 18:00:00,8299.879999999997
2015-01-08 19:00:00,6920.760000000002
2015-01-08 20:00:00,5912.779999999999
2015-01-08 21:00:00,4289.32
2015-01-08 22:00:00,3435.9399999999987
2015-01-08 23:00:00,3176.0200000000004
2015-01-09 00:00:00,1409.7999999999993
2015-01-09 01:00:00,1644.5999999999983
2015-01-09 02:00:00,1962.0400000000009
2015-01-09 03:00:00,2414.6399999999994
2015-01-09 04:00:00,3375.7599999999984
2015-01-09 05:00:00,6552.459999999999
2015-01-09 06:00:00,11206.32
2015-01-09 07:00:00,14063.419999999998
2015-01-09 08:00:00,13802.86
2015-01-09 09:00:00,12518.2
2015-01-09 10:00:00,12194.14
2015-01-09 11:00:00,10613.1
2015-01-09 12:00:00,11616.4
2015-01-09 13:00:00,12717.94
2015-01-09 14:00:00,12749.86
2015-01-09 15:00:00,12349.88
2015-01-09 16:00:00,11523.72
2015-01-09 17:00:00,9536.059999999998
2015-01-09 18:00:00,7793.879999999997
2015-01-09 19:00:00,6463.760000000002
2015-01-09 20:00:00,5268.779999999999
2015-01-09 21:00:00,3955.32
2015-01-09 22:00:00,3254.9399999999987
2015-01-09 23:00:00,2678.0200000000004
2015-01-10 00:00:00,1144.7999999999993
2015-01-10 01:00:00,1335.5999999999983
2015-01-10 02:00:00,1286.0400000000009
2015-01-10 03:00:00,1370.6399999999994
2015-01-10 04:00:00,1513.7599999999984
2015-01-10 05:00:00,2095.459999999999
