utc,month,hour,dayofweek,netload,tmpc,mw2day,mw7day,potential
2017-01-02 12:00:00,1,12,0,32496.0,9.369,26923.0,23129.0,7152.599999999999
2017-01-02 13:00:00,1,13,0,33105.0,9.092,27055.0,22383.0,8588.599999999999
2017-01-02 14:00:00,1,14,0,34180.0,7.86,27667.0,22891.0,9426.4
2017-01-02 15:00:00,1,15,0,35626.0,6.151,29686.0,24449.0,9416.0
2017-01-02 16:00:00,1,16,0,39067.0,5.599,34353.0,28195.0,9483.2
2017-01-02 17:00:00,1,17,0,39233.0,5.364,34836.0,29070.0,8684.8
2017-01-02 18:00:00,1,18,0,38519.0,5.141,33855.0,29524.0,7347.0
2017-01-02 19:00:00,1,19,0,36141.0,5.021,31154.0,28874.0,5719.200000000001
2017-01-02 20:00:00,1,20,0,33400.0,4.973,28342.0,27545.0,4509.599999999999
2017-01-02 21:00:00,1,21,0,30331.0,4.833,26496.0,25437.0,3636.4000000000015
2017-01-02 22:00:00,1,22,0,27134.0,4.624,25276.0,23198.0,2958.0
2017-01-02 23:00:00,1,23,0,24458.0,4.425,23663.0,21029.0,2638.0
2017-01-03 00:00:00,1,0,1,22566.0,4.267,22515.0,19300.0,335.40000000000146
2017-01-03 01:00:00,1,1,1,21643.0,4.156,21158.0,18454.0,672.0
2017-01-03 02:00:00,1,2,1,21230.0,4.003,19807.0,18217.0,1207.5999999999983
2017-01-03 03:00:00,1,3,1,21427.0,3.892,19096.0,18467.0,1910.5999999999983
2017-01-03 04:00:00,1,4,1,22884.0,3.79,19091.0,20026.0,3152.400000000001
2017-01-03 05:00:00,1,5,1,26758.0,3.762,19766.0,24031.0,6031.200000000001
2017-01-03 06:00:00,1,6,1,30915.0,3.798,20008.0,28150.0,9304.4
2017-01-03 07:00:00,1,7,1,35124.0,4.472,20273.0,32050.0,12709.0
2017-01-03 08:00:00,1,8,1,37913.0,5.966,21531.0,34404.0,13907.8
2017-01-03 09:00:00,1,9,1,38087.0,7.163,22681.0,34161.0,12681.8
2017-01-03 10:00:00,1,10,1,37981.0,7.925,23576.0,33471.0,11615.2
2017-01-03 11:00:00,1,11,1,36725.0,8.414,23886.0,32179.0,10050.6
2017-01-03 12:00:00,1,12,1,35619.0,8.579,22581.0,31214.0,10275.6
2017-01-03 13:00:00,1,13,1,35826.0,8.326,21647.0,31730.0,11309.6
2017-01-03 14:00:00,1,14,1,36406.0,7.253,22111.0,32964.0,11652.4
2017-01-03 15:00:00,1,15,1,37551.0,5.534,23864.0,34821.0,11341.0
2017-01-03 16:00:00,1,16,1,40975.0,4.743,27750.0,38497.0,11391.2
2017-01-03 17:00:00,1,17,1,40853.0,4.39,29075.0,38236.0,10304.8
2017-01-03 18:00:00,1,18,1,40162.0,4.049,29650.0,37434.0,8990.0
2017-01-03 19:00:00,1,19,1,37640.0,3.625,29290.0,35215.0,7218.200000000001
2017-01-03 20:00:00,1,20,1,34714.0,3.237,28143.0,32536.0,5823.599999999999
2017-01-03 21:00:00,1,21,1,31185.0,2.881,26074.0,29120.0,4490.4000000000015
2017-01-03 22:00:00,1,22,1,27914.0,2.649,23658.0,25922.0,3738.0
2017-01-03 23:00:00,1,23,1,24837.0,2.425,21252.0,22998.0,3017.0
2017-01-04 00:00:00,1,0,2,22891.0,2.197,19425.0,21209.0,660.4000000000015
2017-01-04 01:00:00,1,1,2,21966.0,1.999,18677.0,20403.0,995.0
2017-01-04 02:00:00,1,2,2,21598.0,1.826,18466.0,20226.0,1575.5999999999983
2017-01-04 03:00:00,1,3,2,21909.0,1.665,18837.0,20342.0,2392.5999999999985
2017-01-04 04:00:00,1,4,2,23188.0,1.514,20349.0,21586.0,3456.400000000001
2017-01-04 05:00:00,1,5,2,27122.0,1.401,23999.0,25364.0,6395.200000000001
2017-01-04 06:00:00,1,6,2,31635.0,1.447,28050.0,29585.0,10024.4
2017-01-04 07:00:00,1,7,2,35759.0,2.543,31901.0,33320.0,13344.0
2017-01-04 08:00:00,1,8,2,38091.0,4.491,34179.0,35091.0,14085.8
2017-01-04 09:00:00,1,9,2,38016.0,6.248,34250.0,34877.0,12610.8
2017-01-04 10:00:00,1,10,2,37450.0,7.614,34217.0,34214.0,11084.2
2017-01-04 11:00:00,1,11,2,35816.0,8.57,33340.0,32801.0,9141.6
2017-01-04 12:00:00,1,12,2,35010.0,9.038,32496.0,31649.0,9666.6
2017-01-04 13:00:00,1,13,2,35291.0,8.757,33105.0,32224.0,10774.6
2017-01-04 14:00:00,1,14,2,35960.0,7.426,34180.0,33002.0,11206.4
2017-01-04 15:00:00,1,15,2,37486.0,5.367,35626.0,34919.0,11276.0
2017-01-04 16:00:00,1,16,2,40771.0,4.481,39067.0,38498.0,11187.2
2017-01-04 17:00:00,1,17,2,41050.0,4.095,39233.0,38585.0,10501.8
2017-01-04 18:00:00,1,18,2,40339.0,3.695,38519.0,37830.0,9167.0
2017-01-04 19:00:00,1,19,2,38038.0,3.323,36141.0,35506.0,7616.200000000001
2017-01-04 20:00:00,1,20,2,35268.0,3.043,33400.0,32875.0,6377.599999999999
2017-01-04 21:00:00,1,21,2,31545.0,2.867,30331.0,29412.0,4850.4000000000015
2017-01-04 22:00:00,1,22,2,28148.0,2.875,27134.0,26293.0,3972.0
2017-01-04 23:00:00,1,23,2,24797.0,2.843,24458.0,23336.0,2977.0
2017-01-05 00:00:00,1,0,3,22991.0,2.765,22566.0,21540.0,760.4000000000015
2017-01-05 01:00:00,1,1,3,22042.0,2.682,21643.0,20623.0,1071.0
2017-01-05 02:00:00,1,2,3,21751.0,2.539,21230.0,20214.0,1728.5999999999983
2017-01-05 03:00:00,1,3,3,21963.0,2.494,21427.0,20380.0,2446.5999999999985
2017-01-05 04:00:00,1,4,3,23090.0,2.561,22884.0,21736.0,3358.400000000001
2017-01-05 05:00:00,1,5,3,26928.0,2.63,26758.0,25274.0,6201.200000000001
2017-01-05 06:00:00,1,6,3,31275.0,2.66,30915.0,29405.0,9664.4
2017-01-05 07:00:00,1,7,3,35297.0,3.266,35124.0,33268.0,12882.0
2017-01-05 08:00:00,1,8,3,37742.0,4.654,37913.0,35579.0,13736.8
2017-01-05 09:00:00,1,9,3,38117.0,5.665,38087.0,35540.0,12711.8
2017-01-05 10:00:00,1,10,3,38075.0,6.217,37981.0,35228.0,11709.2
2017-01-05 11:00:00,1,11,3,36842.0,6.427,36725.0,33854.0,10167.6
2017-01-05 12:00:00,1,12,3,35479.0,6.35,35619.0,32801.0,10135.6
2017-01-05 13:00:00,1,13,3,35230.0,5.884,35826.0,33242.0,10713.6
2017-01-05 14:00:00,1,14,3,35910.0,4.762,36406.0,33954.0,11156.4
2017-01-05 15:00:00,1,15,3,37419.0,2.965,37551.0,35639.0,11209.0
2017-01-05 16:00:00,1,16,3,40758.0,1.944,40975.0,38956.0,11174.2
2017-01-05 17:00:00,1,17,3,40814.0,1.452,40853.0,38940.0,10265.8
2017-01-05 18:00:00,1,18,3,39940.0,1.026,40162.0,38370.0,8768.0
2017-01-05 19:00:00,1,19,3,37286.0,0.637,37640.0,35903.0,6864.200000000001
2017-01-05 20:00:00,1,20,3,34107.0,0.251,34714.0,33196.0,5216.599999999999
2017-01-05 21:00:00,1,21,3,30826.0,-0.124,31185.0,29832.0,4131.4000000000015
2017-01-05 22:00:00,1,22,3,27932.0,-0.448,27914.0,26599.0,3756.0
2017-01-05 23:00:00,1,23,3,25195.0,-0.729,24837.0,23474.0,3375.0
2017-01-06 00:00:00,1,0,4,23186.0,-0.978,22891.0,21536.0,955.4000000000016
2017-01-06 01:00:00,1,1,4,22099.0,-1.19,21966.0,20566.0,1128.0
2017-01-06 02:00:00,1,2,4,21515.0,-1.369,21598.0,20225.0,1492.5999999999983
2017-01-06 03:00:00,1,3,4,21512.0,-1.501,21909.0,20522.0,1995.5999999999983
2017-01-06 04:00:00,1,4,4,21883.0,-1.611,23188.0,21824.0,2151.400000000001
2017-01-06 05:00:00,1,5,4,23364.0,-1.745,27122.0,25199.0,2637.2000000000007
2017-01-06 06:00:00,1,6,4,25128.0,-1.91,31635.0,29136.0,3517.400000000001
2017-01-06 07:00:00,1,7,4,26717.0,-1.434,35759.0,32821.0,4302.0
2017-01-06 08:00:00,1,8,4,29247.0,-0.111,38091.0,34830.0,5241.799999999999
2017-01-06 09:00:00,1,9,4,31188.0,0.814,38016.0,34906.0,5782.799999999999
2017-01-06 10:00:00,1,10,4,32037.0,1.409,37450.0,34655.0,5671.200000000001
2017-01-06 11:00:00,1,11,4,31580.0,1.77,35816.0,32880.0,4905.599999999999
2017-01-06 12:00:00,1,12,4,29274.0,1.866,35010.0,31576.0,3930.599999999999
2017-01-06 13:00:00,1,13,4,28172.0,1.637,35291.0,31652.0,3655.599999999999
2017-01-06 14:00:00,1,14,4,28255.0,0.717,35960.0,32197.0,3501.400000000001
2017-01-06 15:00:00,1,15,4,29335.0,-1.044,37486.0,33737.0,3125.0
2017-01-06 16:00:00,1,16,4,33189.0,-1.885,40771.0,37438.0,3605.2000000000007
2017-01-06 17:00:00,1,17,4,34649.0,-2.12,41050.0,37838.0,4100.799999999999
2017-01-06 18:00:00,1,18,4,34985.0,-2.341,40339.0,37392.0,3813.0
2017-01-06 19:00:00,1,19,4,33775.0,-2.569,38038.0,35074.0,3353.2000000000007
2017-01-06 20:00:00,1,20,4,31912.0,-2.793,35268.0,32522.0,3021.5999999999985
2017-01-06 21:00:00,1,21,4,29453.0,-2.994,31545.0,29523.0,2758.400000000001
2017-01-06 22:00:00,1,22,4,26750.0,-3.176,28148.0,26291.0,2574.0
2017-01-06 23:00:00,1,23,4,24287.0,-3.326,24797.0,23366.0,2467.0
2017-01-07 00:00:00,1,0,5,22415.0,-3.435,22991.0,21363.0,184.40000000000143
2017-01-07 01:00:00,1,1,5,21340.0,-3.537,22042.0,20211.0,369.0
2017-01-07 02:00:00,1,2,5,20833.0,-3.639,21751.0,19737.0,810.5999999999985
2017-01-07 03:00:00,1,3,5,20976.0,-3.742,21963.0,19772.0,1459.5999999999983
2017-01-07 04:00:00,1,4,5,21962.0,-3.83,23090.0,20576.0,2230.400000000001
2017-01-07 05:00:00,1,5,5,24333.0,-3.879,26928.0,22775.0,3606.2000000000007
2017-01-07 06:00:00,1,6,5,26741.0,-3.856,31275.0,25066.0,5130.4000000000015
2017-01-07 07:00:00,1,7,5,28995.0,-3.112,35297.0,27220.0,6580.0
2017-01-07 08:00:00,1,8,5,31808.0,-1.659,37742.0,29185.0,7802.799999999999
2017-01-07 09:00:00,1,9,5,32985.0,-0.427,38117.0,29058.0,7579.799999999999
2017-01-07 10:00:00,1,10,5,33046.0,0.447,38075.0,28174.0,6680.200000000001
2017-01-07 11:00:00,1,11,5,32350.0,1.028,36842.0,27523.0,5675.599999999999
2017-01-07 12:00:00,1,12,5,31679.0,1.298,35479.0,26923.0,6335.599999999999
2017-01-07 13:00:00,1,13,5,31047.0,1.195,35230.0,27055.0,6530.599999999999
2017-01-07 14:00:00,1,14,5,30865.0,0.495,35910.0,27667.0,6111.4000000000015
2017-01-07 15:00:00,1,15,5,31956.0,-1.086,37419.0,29686.0,5746.0
2017-01-07 16:00:00,1,16,5,36138.0,-1.871,40758.0,34353.0,6554.200000000001
2017-01-07 17:00:00,1,17,5,37700.0,-2.095,40814.0,34836.0,7151.799999999999
2017-01-07 18:00:00,1,18,5,37800.0,-2.24,39940.0,33855.0,6628.0
2017-01-07 19:00:00,1,19,5,35669.0,-2.357,37286.0,31154.0,5247.200000000001
2017-01-07 20:00:00,1,20,5,32941.0,-2.441,34107.0,28342.0,4050.599999999999
2017-01-07 21:00:00,1,21,5,30130.0,-2.501,30826.0,26496.0,3435.400000000001
2017-01-07 22:00:00,1,22,5,27291.0,-2.521,27932.0,25276.0,3115.0
2017-01-07 23:00:00,1,23,5,24499.0,-2.472,25195.0,23663.0,2679.0
2017-01-08 00:00:00,1,0,6,22495.0,-2.382,23186.0,22515.0,264.40000000000146
2017-01-08 01:00:00,1,1,6,21316.0,-2.298,22099.0,21158.0,345.0
2017-01-08 02:00:00,1,2,6,20773.0,-2.242,21515.0,19807.0,750.5999999999985
2017-01-08 03:00:00,1,3,6,20618.0,-2.198,21512.0,19096.0,1101.5999999999983
2017-01-08 04:00:00,1,4,6,21108.0,-2.15,21883.0,19091.0,1376.4000000000017
2017-01-08 05:00:00,1,5,6,22405.0,-2.073,23364.0,19766.0,1678.2000000000007
2017-01-08 06:00:00,1,6,6,23784.0,-1.953,25128.0,20008.0,2173.400000000001
2017-01-08 07:00:00,1,7,6,25455.0,-1.135,26717.0,20273.0,3040.0
2017-01-08 08:00:00,1,8,6,28430.0,0.377,29247.0,21531.0,4424.799999999999
2017-01-08 09:00:00,1,9,6,30289.0,1.839,31188.0,22681.0,4883.799999999999
2017-01-08 10:00:00,1,10,6,30554.0,2.902,32037.0,23576.0,4188.200000000001
2017-01-08 11:00:00,1,11,6,30258.0,3.6,31580.0,23886.0,3583.5999999999985
2017-01-08 12:00:00,1,12,6,29212.0,3.867,29274.0,22581.0,3868.599999999999
2017-01-08 13:00:00,1,13,6,28601.0,3.62,28172.0,21647.0,4084.599999999999
2017-01-08 14:00:00,1,14,6,28473.0,2.596,28255.0,22111.0,3719.4000000000015
2017-01-08 15:00:00,1,15,6,29469.0,0.687,29335.0,23864.0,3259.0
2017-01-08 16:00:00,1,16,6,33612.0,-0.161,33189.0,27750.0,4028.2000000000007
2017-01-08 17:00:00,1,17,6,35094.0,-0.408,34649.0,29075.0,4545.799999999999
2017-01-08 18:00:00,1,18,6,35823.0,-0.616,34985.0,29650.0,4651.0
2017-01-08 19:00:00,1,19,6,34637.0,-0.806,33775.0,29290.0,4215.200000000001
2017-01-08 20:00:00,1,20,6,32842.0,-0.961,31912.0,28143.0,3951.599999999999
2017-01-08 21:00:00,1,21,6,29843.0,-1.086,29453.0,26074.0,3148.400000000001
2017-01-08 22:00:00,1,22,6,26474.0,-1.204,26750.0,23658.0,2298.0
2017-01-08 23:00:00,1,23,6,23901.0,-1.393,24287.0,21252.0,2081.0
2017-01-09 00:00:00,1,0,0,22220.0,-1.608,22415.0,19425.0,0.0
2017-01-09 01:00:00,1,1,0,21490.0,-1.816,21340.0,18677.0,519.0
2017-01-09 02:00:00,1,2,0,21385.0,-1.981,20833.0,18466.0,1362.5999999999983
2017-01-09 03:00:00,1,3,0,21963.0,-2.182,20976.0,18837.0,2446.5999999999985
2017-01-09 04:00:00,1,4,0,24252.0,-2.33,21962.0,20349.0,4520.4000000000015
2017-01-09 05:00:00,1,5,0,30324.0,-2.374,24333.0,23999.0,9597.2
2017-01-09 06:00:00,1,6,0,37587.0,-2.294,26741.0,28050.0,15976.4
2017-01-09 07:00:00,1,7,0,43015.0,-1.09,28995.0,31901.0,20600.0
2017-01-09 08:00:00,1,8,0,45776.0,0.871,31808.0,34179.0,21770.8
2017-01-09 09:00:00,1,9,0,46265.0,2.546,32985.0,34250.0,20859.8
2017-01-09 10:00:00,1,10,0,45613.0,3.793,33046.0,34217.0,19247.2
2017-01-09 11:00:00,1,11,0,42861.0,4.53,32350.0,33340.0,16186.6
2017-01-09 12:00:00,1,12,0,42680.0,4.814,31679.0,32496.0,17336.6
2017-01-09 13:00:00,1,13,0,43702.0,4.596,31047.0,33105.0,19185.6
2017-01-09 14:00:00,1,14,0,44288.0,3.436,30865.0,34180.0,19534.4
2017-01-09 15:00:00,1,15,0,45722.0,1.601,31956.0,35626.0,19512.0
2017-01-09 16:00:00,1,16,0,48419.0,0.782,36138.0,39067.0,18835.2
2017-01-09 17:00:00,1,17,0,47962.0,0.574,37700.0,39233.0,17413.8
2017-01-09 18:00:00,1,18,0,46453.0,0.393,37800.0,38519.0,15281.0
2017-01-09 19:00:00,1,19,0,43659.0,0.236,35669.0,36141.0,13237.2
2017-01-09 20:00:00,1,20,0,40383.0,0.059,32941.0,33400.0,11492.6
2017-01-09 21:00:00,1,21,0,35871.0,-0.139,30130.0,30331.0,9176.4
2017-01-09 22:00:00,1,22,0,31989.0,-0.423,27291.0,27134.0,7813.0
2017-01-09 23:00:00,1,23,0,28900.0,-0.709,24499.0,24458.0,7080.0
2017-01-10 00:00:00,1,0,1,26930.0,-0.962,22495.0,22566.0,4699.4000000000015
2017-01-10 01:00:00,1,1,1,25845.0,-1.164,21316.0,21643.0,4874.0
2017-01-10 02:00:00,1,2,1,25622.0,-1.372,20773.0,21230.0,5599.599999999999
2017-01-10 03:00:00,1,3,1,25823.0,-1.51,20618.0,21427.0,6306.599999999999
2017-01-10 04:00:00,1,4,1,27671.0,-1.506,21108.0,22884.0,7939.4000000000015
2017-01-10 05:00:00,1,5,1,33548.0,-1.36,22405.0,26758.0,12821.2
2017-01-10 06:00:00,1,6,1,40711.0,-1.118,23784.0,30915.0,19100.4
2017-01-10 07:00:00,1,7,1,46177.0,-0.179,25455.0,35124.0,23762.0
2017-01-10 08:00:00,1,8,1,48433.0,0.938,28430.0,37913.0,24427.8
2017-01-10 09:00:00,1,9,1,48631.0,1.714,30289.0,38087.0,23225.8
2017-01-10 10:00:00,1,10,1,48323.0,2.224,30554.0,37981.0,21957.2
2017-01-10 11:00:00,1,11,1,46029.0,2.491,30258.0,36725.0,19354.6
2017-01-10 12:00:00,1,12,1,45499.0,2.525,29212.0,35619.0,20155.6
2017-01-10 13:00:00,1,13,1,46964.0,2.307,28601.0,35826.0,22447.6
2017-01-10 14:00:00,1,14,1,47404.0,1.68,28473.0,36406.0,22650.4
2017-01-10 15:00:00,1,15,1,48608.0,0.434,29469.0,37551.0,22398.0
2017-01-10 16:00:00,1,16,1,50333.0,-0.242,33612.0,40975.0,20749.2
2017-01-10 17:00:00,1,17,1,49263.0,-0.492,35094.0,40853.0,18714.8
2017-01-10 18:00:00,1,18,1,47648.0,-0.764,35823.0,40162.0,16476.0
2017-01-10 19:00:00,1,19,1,44555.0,-1.078,34637.0,37640.0,14133.2
2017-01-10 20:00:00,1,20,1,41283.0,-1.396,32842.0,34714.0,12392.6
2017-01-10 21:00:00,1,21,1,36687.0,-1.646,29843.0,31185.0,9992.4
2017-01-10 22:00:00,1,22,1,32778.0,-1.862,26474.0,27914.0,8602.0
2017-01-10 23:00:00,1,23,1,29650.0,-2.076,23901.0,24837.0,7830.0
2017-01-11 00:00:00,1,0,2,27685.0,-2.277,22220.0,22891.0,5454.4000000000015
2017-01-11 01:00:00,1,1,2,26620.0,-2.482,21490.0,21966.0,5649.0
2017-01-11 02:00:00,1,2,2,26276.0,-2.677,21385.0,21598.0,6253.599999999999
2017-01-11 03:00:00,1,3,2,26756.0,-2.828,21963.0,21909.0,7239.5999999999985
2017-01-11 04:00:00,1,4,2,28667.0,-2.956,24252.0,23188.0,8935.400000000001
2017-01-11 05:00:00,1,5,2,34251.0,-3.061,30324.0,27122.0,13524.2
2017-01-11 06:00:00,1,6,2,41484.0,-3.101,37587.0,31635.0,19873.4
2017-01-11 07:00:00,1,7,2,46979.0,-2.02,43015.0,35759.0,24564.0
2017-01-11 08:00:00,1,8,2,50048.0,-0.17,45776.0,38091.0,26042.8
2017-01-11 09:00:00,1,9,2,50248.0,1.19,46265.0,38016.0,24842.8
2017-01-11 10:00:00,1,10,2,49817.0,2.187,45613.0,37450.0,23451.2
2017-01-11 11:00:00,1,11,2,46902.0,2.824,42861.0,35816.0,20227.6
2017-01-11 12:00:00,1,12,2,45848.0,3.073,42680.0,35010.0,20504.6
2017-01-11 13:00:00,1,13,2,46594.0,2.972,43702.0,35291.0,22077.6
2017-01-11 14:00:00,1,14,2,46951.0,2.258,44288.0,35960.0,22197.4
2017-01-11 15:00:00,1,15,2,47677.0,0.525,45722.0,37486.0,21467.0
2017-01-11 16:00:00,1,16,2,50029.0,-0.312,48419.0,40771.0,20445.2
2017-01-11 17:00:00,1,17,2,49415.0,-0.566,47962.0,41050.0,18866.8
2017-01-11 18:00:00,1,18,2,48079.0,-0.787,46453.0,40339.0,16907.0
2017-01-11 19:00:00,1,19,2,44958.0,-0.963,43659.0,38038.0,14536.2
2017-01-11 20:00:00,1,20,2,41651.0,-1.124,40383.0,35268.0,12760.6
2017-01-11 21:00:00,1,21,2,37165.0,-1.222,35871.0,31545.0,10470.4
2017-01-11 22:00:00,1,22,2,33116.0,-1.244,31989.0,28148.0,8940.0
2017-01-11 23:00:00,1,23,2,29898.0,-1.242,28900.0,24797.0,8078.0
2017-01-12 00:00:00,1,0,3,27839.0,-1.265,26930.0,22991.0,5608.4000000000015
2017-01-12 01:00:00,1,1,3,26798.0,-1.274,25845.0,22042.0,5827.0
2017-01-12 02:00:00,1,2,3,26623.0,-1.247,25622.0,21751.0,6600.599999999999
2017-01-12 03:00:00,1,3,3,26810.0,-1.168,25823.0,21963.0,7293.5999999999985
2017-01-12 04:00:00,1,4,3,28580.0,-1.039,27671.0,23090.0,8848.400000000001
2017-01-12 05:00:00,1,5,3,34474.0,-0.877,33548.0,26928.0,13747.2
2017-01-12 06:00:00,1,6,3,41822.0,-0.611,40711.0,31275.0,20211.4
2017-01-12 07:00:00,1,7,3,46758.0,0.658,46177.0,35297.0,24343.0
2017-01-12 08:00:00,1,8,3,48761.0,2.575,48433.0,37742.0,24755.8
2017-01-12 09:00:00,1,9,3,48572.0,4.166,48631.0,38117.0,23166.8
2017-01-12 10:00:00,1,10,3,48061.0,5.335,48323.0,38075.0,21695.2
2017-01-12 11:00:00,1,11,3,45184.0,6.039,46029.0,36842.0,18509.6
2017-01-12 12:00:00,1,12,3,44745.0,6.297,45499.0,35479.0,19401.6
2017-01-12 13:00:00,1,13,3,46251.0,5.942,46964.0,35230.0,21734.6
2017-01-12 14:00:00,1,14,3,47023.0,4.929,47404.0,35910.0,22269.4
2017-01-12 15:00:00,1,15,3,48255.0,3.617,48608.0,37419.0,22045.0
2017-01-12 16:00:00,1,16,3,49974.0,3.135,50333.0,40758.0,20390.2
2017-01-12 17:00:00,1,17,3,49002.0,3.131,49263.0,40814.0,18453.8
2017-01-12 18:00:00,1,18,3,47459.0,3.142,47648.0,39940.0,16287.0
2017-01-12 19:00:00,1,19,3,44609.0,3.195,44555.0,37286.0,14187.2
2017-01-12 20:00:00,1,20,3,41183.0,3.273,41283.0,34107.0,12292.6
2017-01-12 21:00:00,1,21,3,36711.0,3.388,36687.0,30826.0,10016.4
2017-01-12 22:00:00,1,22,3,32821.0,3.53,32778.0,27932.0,8645.0
2017-01-12 23:00:00,1,23,3,29351.0,3.688,29650.0,25195.0,7531.0
2017-01-13 00:00:00,1,0,4,27319.0,3.906,27685.0,23186.0,5088.4000000000015
2017-01-13 01:00:00,1,1,4,26398.0,4.206,26620.0,22099.0,5427.0
2017-01-13 02:00:00,1,2,4,26207.0,4.432,26276.0,21515.0,6184.599999999999
2017-01-13 03:00:00,1,3,4,26634.0,4.58,26756.0,21512.0,7117.599999999999
2017-01-13 04:00:00,1,4,4,28372.0,4.61,28667.0,21883.0,8640.400000000001
2017-01-13 05:00:00,1,5,4,33872.0,4.736,34251.0,23364.0,13145.2
2017-01-13 06:00:00,1,6,4,40969.0,4.871,41484.0,25128.0,19358.4
2017-01-13 07:00:00,1,7,4,45918.0,5.281,46979.0,26717.0,23503.0
2017-01-13 08:00:00,1,8,4,48186.0,6.228,50048.0,29247.0,24180.8
2017-01-13 09:00:00,1,9,4,48493.0,7.005,50248.0,31188.0,23087.8
2017-01-13 10:00:00,1,10,4,48559.0,7.474,49817.0,32037.0,22193.2
2017-01-13 11:00:00,1,11,4,45828.0,7.586,46902.0,31580.0,19153.6
2017-01-13 12:00:00,1,12,4,44684.0,7.458,45848.0,29274.0,19340.6
2017-01-13 13:00:00,1,13,4,46083.0,7.045,46594.0,28172.0,21566.6
2017-01-13 14:00:00,1,14,4,46438.0,6.141,46951.0,28255.0,21684.4
2017-01-13 15:00:00,1,15,4,46852.0,4.622,47677.0,29335.0,20642.0
2017-01-13 16:00:00,1,16,4,48595.0,3.602,50029.0,33189.0,19011.2
2017-01-13 17:00:00,1,17,4,48042.0,3.189,49415.0,34649.0,17493.8
2017-01-13 18:00:00,1,18,4,46596.0,2.861,48079.0,34985.0,15424.0
2017-01-13 19:00:00,1,19,4,43358.0,2.567,44958.0,33775.0,12936.2
2017-01-13 20:00:00,1,20,4,39652.0,2.22,41651.0,31912.0,10761.6
2017-01-13 21:00:00,1,21,4,35601.0,1.809,37165.0,29453.0,8906.400000000001
2017-01-13 22:00:00,1,22,4,32015.0,1.432,33116.0,26750.0,7839.0
2017-01-13 23:00:00,1,23,4,28804.0,1.101,29898.0,24287.0,6984.0
2017-01-14 00:00:00,1,0,5,26734.0,0.892,27839.0,22415.0,4503.4000000000015
