ept,netload
2015-01-08 00:00:00,65948.0
2015-01-08 01:00:00,64676.0
2015-01-08 02:00:00,61551.0
2015-01-08 03:00:00,60541.0
2015-01-08 04:00:00,62833.0
2015-01-08 05:00:00,68782.0
2015-01-08 06:00:00,75066.0
2015-01-08 07:00:00,76918.0
2015-01-08 08:00:00,76633.0
2015-01-08 09:00:00,76121.0
2015-01-08 10:00:00,75885.0
2015-01-08 11:00:00,75521.0
2015-01-08 12:00:00,74111.0
2015-01-08 13:00:00,72261.0
2015-01-08 14:00:00,69961.0
2015-01-08 15:00:00,69326.0
2015-01-08 16:00:00,72487.0
2015-01-08 17:00:00,76456.0
2015-01-08 18:00:00,76130.0
2015-01-08 19:00:00,72022.0
2015-01-08 20:00:00,68102.0
2015-01-08 21:00:00,67739.0
2015-01-08 22:00:00,68350.0
2015-01-08 23:00:00,65154.0
2015-01-09 00:00:00,62599.0
2015-01-09 01:00:00,61202.0
2015-01-09 02:00:00,58297.0
2015-01-09 03:00:00,57456.0
2015-01-09 04:00:00,59721.0
2015-01-09 05:00:00,65282.0
2015-01-09 06:00:00,71761.0
2015-01-09 07:00:00,73703.0
2015-01-09 08:00:00,73166.0
2015-01-09 09:00:00,72714.0
2015-01-09 10:00:00,72744.0
2015-01-09 11:00:00,72416.0
2015-01-09 12:00:00,70571.0
2015-01-09 13:00:00,68876.0
2015-01-09 14:00:00,66440.0
2015-01-09 15:00:00,65461.0
2015-01-09 16:00:00,67732.0
2015-01-09 17:00:00,70981.0
2015-01-09 18:00:00,70210.0
2015-01-09 19:00:00,66407.0
2015-01-09 20:00:00,62795.0
2015-01-09 21:00:00,62659.0
2015-01-09 22:00:00,63158.0
2015-01-09 23:00:00,59547.0
2015-01-10 00:00:00,56291.0
2015-01-10 01:00:00,54245.0
2015-01-10 02:00:00,50938.0
2015-01-10 03:00:00,49098.0
2015-01-10 04:00:00,49638.0
2015-01-10 05:00:00,51583.0
2015-01-10 06:00:00,53904.0
